x1,x2,x3,Y
23,-20,55,228
-13,-5,-21,-66
49,-72,-68,-11
56,77,-65,-293
6,56,-58,-280
33,-48,-69,-78
-94,23,32,-44
-27,-85,-16,95
-6,-97,-85,-67
-69,-51,49,180
-55,-15,12,11
52,27,29,85
-78,96,70,-60
37,-25,58,261
-30,15,-32,-156
53,-67,61,370
97,60,53,136
-24,-59,-34,-8
-34,-25,98,310
0,68,62,50
-94,34,19,-105
76,-38,81,395
10,46,-81,-325
88,-22,80,372
91,-7,-56,-63
5,-86,51,330
12,-56,-70,-86
30,50,19,-13
8,93,47,-37
90,-18,-57,-45
-86,-26,78,200
-53,-54,-23,-14
-49,81,-75,-436
3,32,-43,-190
-91,5,-49,-248
-86,-59,-73,-187
36,99,93,117
-37,-25,72,229
54,40,-3,-35
-12,-16,-22,-46
42,-7,7,77
-82,-31,-13,-59
80,-78,64,428
-49,-9,-7,-52
32,-62,-55,-9
-82,11,-68,-308
-10,86,-60,-362
-69,-73,46,215
12,4,95,289
-67,-94,-49,-26
-83,64,57,-40
90,-93,75,501
71,-64,-100,-101
28,40,84,200
80,38,-84,-248
53,-52,-40,37
-44,-66,-52,-68
-27,85,99,100
18,-82,-5,167
-97,5,-58,-281
62,25,54,174
-11,73,-34,-259
-73,-28,34,85
-88,-19,53,109
81,75,-1,-72
77,17,68,247
-77,43,-26,-241
65,6,-85,-202
53,-65,59,360
52,-1,33,153
-59,75,-69,-416
14,10,89,261
-66,-31,-99,-301
34,34,89,233
64,-76,-18,162
-25,-29,5,48
-94,-61,-38,-86
50,-58,38,280
93,2,13,128
-16,2,-80,-260
-85,-41,-61,-186
22,93,-24,-236
27,-30,-37,-24
17,14,-65,-206
-60,-66,94,354
-57,-18,23,48
-62,37,-41,-259
-70,-66,-12,26
-40,8,-64,-248
12,-92,-85,-59
-27,-42,95,342
-8,-68,89,395
-21,-68,-26,37
69,-11,6,109
-18,66,96,138
74,10,16,102
-70,71,34,-110
9,17,38,89
-72,18,71,105
-10,9,-78,-262
-65,96,-50,-407
-4,22,73,171
17,96,68,29
37,70,13,-64
94,-10,34,216
-73,-1,84,181
66,-31,28,212
15,-40,27,176
64,50,73,183
61,24,2,19
49,-29,79,344
-40,39,80,122
-21,21,3,-54
-51,0,-23,-120
-20,57,89,133
-45,-33,-34,-81
79,1,-27,-4
26,-42,-6,92
-47,-18,4,1
56,-59,55,339
-30,75,2,-174
-56,-40,100,324
-57,25,-6,-125
-8,-81,86,412
3,53,-65,-298
25,-19,-52,-93
31,-32,90,365
66,-43,57,323
-39,60,87,102
95,82,-11,-102
89,-58,91,478
5,94,-37,-294
-32,23,-78,-312
4,15,89,241
79,-28,52,291
29,11,78,241
-45,6,61,126
82,-51,38,298
-100,-79,63,247
-4,-82,34,262
-36,17,-59,-247
-44,-29,98,308
27,-20,-8,43
-83,71,55,-60
39,6,-45,-108
-17,53,6,-105
-26,70,34,-64
-60,54,44,-36
54,23,-36,-100
-94,-79,86,322
-23,72,-57,-338
1,-46,44,225
-41,73,-12,-223
94,45,-9,-23
-14,84,18,-128
-36,72,-82,-426
-39,-99,38,273
-5,-30,16,103
93,-28,75,374
28,-56,63,329
87,4,-83,-170
-15,23,-52,-217
97,-2,48,245
-92,-52,-69,-195
-13,-29,-20,-15
91,-26,-94,-139
58,-98,-89,-13
8,-10,-26,-50
-50,-2,-65,-241
-1,74,19,-92
-33,-94,100,455
99,-72,-13,204
-68,94,86,2
-80,-11,-67,-259
72,36,36,108
5,-92,5,204
84,10,-60,-116
0,68,-58,-310
84,92,-32,-196
-17,-46,-54,-87
67,-5,-95,-208
1,-89,31,272
-23,10,-90,-313
-59,25,46,29
-2,-76,-72,-66
26,-47,-66,-78
-50,-57,4,76
-25,37,-18,-153
-51,-58,15,110
-84,65,-55,-379
-11,63,39,-20
27,-8,-9,16
-28,-62,-17,45
-25,-61,22,163
62,7,-68,-156
66,89,-89,-379
-68,85,34,-136
-21,35,23,-22
-16,-91,25,241
-96,1,40,22
65,-36,59,314
45,-40,-33,26
-83,-35,-51,-166
-6,-50,-71,-119
-98,-46,30,84
-30,26,-24,-154
51,-91,44,365
-1,-51,5,116
-47,55,72,59
-38,-38,16,86
-87,-30,-55,-192
71,-29,35,234
31,84,40,-17
-15,41,49,50
21,51,-54,-243
71,79,-6,-105
82,-39,49,307
-81,-61,8,65
-10,-80,-52,-6
64,-32,-22,62
60,56,-94,-334
-26,82,-65,-385
99,-43,-93,-94
-35,-69,72,319
-23,72,26,-89
31,7,-85,-238
59,70,-48,-225
11,-37,-71,-128
-61,-63,20,125
89,-7,-31,10
41,97,81,90
13,-100,-50,63
15,63,-63,-300
-69,13,-17,-146
60,68,37,35
30,24,-82,-264
-10,-40,7,91
-86,-82,43,207
76,-24,-78,-110
80,82,13,-45
-24,-45,-85,-189
45,83,-45,-256
75,97,73,100
-4,21,1,-43
2,79,-17,-207
-86,-49,28,96
45,-39,77,354
17,-56,13,168
-36,-90,-74,-78
97,5,89,354
-3,-89,65,370
-68,87,96,46
-30,12,86,204
30,41,-73,-271
95,1,-9,66
62,23,52,172
53,-86,-12,189
-61,32,28,-41
67,6,-2,49
-100,-33,24,38
74,-45,49,311
91,16,-95,-226
16,-48,-23,43
-21,51,28,-39
-48,23,-59,-271
62,13,85,291
14,58,-7,-123
86,-1,-71,-125
2,-89,-99,-117
7,59,-65,-306
-56,55,93,113
-27,8,26,35
53,12,-67,-172
-72,8,34,14
-87,62,27,-130
62,81,-92,-376
-2,-13,-15,-21
-15,-97,89,446
62,-59,75,405
-39,-8,-76,-251
-13,42,36,11
55,93,-95,-416
-17,92,59,-24
-49,47,84,109
-82,52,47,-45
77,-58,-77,-38
-26,-34,11,75
5,-60,57,296
71,-57,42,311
46,52,-37,-169
91,62,-50,-183
70,-81,78,466
-78,93,83,-15
-36,-72,-93,-171
18,-93,-33,105
-64,-81,11,131
-56,37,70,80
39,-62,92,439
-58,71,100,100
-32,-11,-70,-220
-30,-1,-19,-85
88,91,87,167
-98,-30,35,67
-41,-92,55,308
60,-76,74,434
1,-32,-80,-175
-6,92,65,5
-56,70,-18,-250
-76,-70,70,274
-26,-83,-51,-13
34,72,61,73
27,60,98,201
-16,71,32,-62
-4,1,-96,-294
-35,0,-90,-305
0,-42,-79,-153
45,54,-15,-108
-17,-6,-32,-101
28,-81,37,301
42,-10,-67,-139
-80,-81,-35,-23
-37,67,68,33
-80,-37,63,183
-85,1,73,132
-62,38,4,-126
34,-92,-68,14
-43,-52,-66,-137
-15,-67,18,173
21,61,-88,-365
37,70,89,164
-62,-21,89,247
-64,89,31,-149
-50,85,31,-127
55,-91,-52,81
-48,91,-100,-530
16,27,45,97
-33,96,-66,-423
-99,-46,56,161
-47,-64,14,123
74,65,-53,-215
-74,45,-13,-203
-10,71,-90,-422
84,-85,60,434
-50,47,94,138
22,-59,-58,-34
53,44,53,124
40,96,-75,-377
79,-51,-39,64
98,90,60,98
-11,-24,89,304
1,-46,-55,-72
38,44,-70,-260
-67,-44,-2,15
-26,54,40,-14
2,22,42,84
-53,19,45,44
-81,87,-10,-285
24,74,-11,-157
52,65,46,60
33,-29,98,385
-30,93,-17,-267
64,-28,51,273
-94,45,8,-160
63,36,2,-3
33,13,45,142
-86,-51,66,214
66,41,-87,-277
-24,3,-90,-300
-44,-6,-59,-209
36,-18,5,87
82,85,57,83
68,96,-28,-208
-54,1,-45,-191
28,91,55,11
9,-88,-20,125
-38,-21,-48,-140
83,-54,67,392
-51,-48,-60,-135
81,-53,79,424
-75,71,66,-19
-90,-14,-71,-275
40,-57,-72,-62
75,98,50,29
65,55,-12,-81
24,-26,-54,-86
-3,-73,4,155
42,100,-55,-323
-67,-9,-50,-199
-8,13,-52,-190
-58,-8,60,138
-27,-82,11,170
93,6,-97,-210
34,64,-25,-169
-56,-60,95,349
-49,-21,-1,-10
-67,4,-43,-204
-45,-63,-92,-195
99,-7,88,377
92,-42,90,446
36,5,-55,-139
-52,-72,57,263
-74,-43,59,189
-2,-92,86,440
65,22,12,57
29,1,-30,-63
-33,11,29,32
26,74,-99,-419
31,22,84,239
-54,84,75,3
-16,31,90,192
-90,26,-34,-244
-59,-33,38,121
-1,-34,99,364
-3,-98,16,241
42,-81,11,237
0,-40,15,125
26,-36,39,215
79,-84,54,409
-9,-80,-41,28
37,99,83,88
35,22,36,99
0,-30,62,246
-45,77,75,26
89,-87,23,332
-11,-83,68,359
-86,-34,-85,-273
78,60,-94,-324
-65,93,-37,-362
37,50,60,117
-6,31,58,106
70,-47,84,416
60,-21,78,336
100,-56,-39,95
-5,38,-41,-204
27,19,6,7
-41,21,-49,-230
55,-74,51,356
70,-71,-90,-58
86,-27,48,284
77,25,-36,-81
97,25,-74,-175
43,-83,12,245
-19,-86,-59,-24
28,11,2,12
-89,-67,-71,-168
94,36,-92,-254
-20,30,-38,-194
19,-7,-43,-96
-83,-54,-63,-164
-95,51,-38,-311
-1,-11,-86,-237
-71,-40,47,150
25,13,-48,-145
26,11,-42,-122
-69,-38,-76,-221
98,57,-11,-49
-57,58,38,-59
-74,92,65,-63
62,87,-6,-130
62,-24,26,188
-1,11,-16,-71
15,-66,57,318
-54,17,-77,-319
60,-58,20,236
-40,35,-58,-284
-26,80,16,-138
-54,61,52,-20
-8,-47,37,197
11,-30,89,338
-4,-78,-41,29
93,36,-9,-6
-39,-75,88,375
43,-39,-18,67
53,15,-85,-232
2,54,38,8
-88,-80,57,243
9,-87,78,417
-25,64,-77,-384
32,-13,-81,-185
-61,-94,-63,-62
87,-81,-60,69
4,-55,83,363
-56,-27,-91,-275
-11,37,-86,-343
34,-52,-4,126
50,-36,98,416
9,71,-23,-202
70,-27,-81,-119
-67,-100,-99,-164
-34,89,-28,-296
2,-20,97,333
41,13,66,213
76,65,-85,-309
-4,19,78,192
-8,18,12,-8
-4,49,73,117
81,22,-11,4
22,-33,-44,-44
-74,61,48,-52
43,19,30,95
17,41,45,70
71,-35,-49,-6
-30,7,53,115
30,-6,32,138
48,-85,43,347
-54,-66,-13,39
46,-26,-20,38
39,-24,-68,-117
-41,11,91,210
-68,-26,-12,-52
39,-59,-79,-80
-93,-25,-43,-172
55,64,-27,-154
-43,-56,83,318
-26,69,-16,-212
88,51,23,55
50,21,82,254
26,100,-61,-357
31,54,-83,-326
79,-15,50,259
40,-57,35,259
-80,-33,-56,-182
78,-44,-57,-5
43,98,16,-105
-35,-95,-69,-52
-17,-14,12,47
91,-32,-86,-103
-96,-75,27,135
90,-82,-49,107
-68,-90,-86,-146
-32,-4,46,114
-67,-45,8,47
-95,-76,78,291
8,52,-35,-201
32,61,29,-3
32,-6,36,152
-71,-83,-68,-109
-53,52,-80,-397
-40,85,-7,-231
28,11,30,96
-29,-2,-38,-139
-90,-89,-80,-152
-60,70,-99,-497
-57,-24,-6,-27
-64,-87,-92,-166
67,-55,74,399
-37,28,15,-48
-46,33,48,32
-56,44,-1,-147
66,21,-18,-30
7,43,-73,-298
89,-82,-3,244
81,-95,22,337
91,17,11,90
-43,-86,-39,12
-42,4,50,100
-59,-40,-98,-273
-21,78,-70,-387
58,-93,71,457
-5,-31,59,234
-77,-13,-66,-249
98,-88,37,385
-5,54,-90,-383
0,-94,-80,-52
46,-93,-10,202
-54,24,35,3
92,-45,-83,-67
-99,-68,60,217
-68,2,-53,-231
-69,66,-44,-333
-1,-1,5,16
-64,87,-11,-271
-56,-53,-24,-22
-44,-20,-44,-136
-38,-22,41,129
-79,-33,56,155
25,47,20,-9
19,-66,89,418
-9,48,-64,-297
68,-87,28,326
-75,15,-60,-285
49,79,-36,-217
-99,27,48,-9
96,35,-82,-220
-12,36,-52,-240
-17,46,-13,-148
14,-67,70,358
75,2,71,284
-4,-29,88,318
92,-6,6,122
16,-73,19,219
-26,2,-19,-87
-94,34,-48,-306
86,-61,12,244
-93,78,-100,-549
-4,-20,-92,-240
84,1,25,157
40,41,16,6
-8,-76,35,249
-62,-21,73,199
86,-78,80,482
96,36,-34,-78
-43,-58,-35,-32
-96,30,-59,-333
-40,-99,68,362
25,71,-79,-354
4,-52,-75,-117
90,-18,8,150
77,-35,-12,111
35,4,70,237
3,31,92,217
46,41,33,63
75,79,-84,-335
0,-99,24,270
-71,69,-71,-422
-58,-87,65,311
-43,24,-20,-151
-40,12,-58,-238
33,68,16,-55
-39,88,39,-98
15,65,-98,-409
-70,-33,2,2
72,5,-43,-67
16,93,-16,-218
69,-1,-25,-4
-5,98,24,-129
36,15,83,255
36,79,37,-11
-86,-84,25,157
-42,-25,13,47
-12,88,-4,-200
1,1,-40,-121
92,-80,-99,-45
-50,44,67,63
29,-81,20,251
15,-98,4,223
81,78,99,222
-47,54,-10,-185
30,44,97,233
-83,-35,-84,-265
-96,4,62,82
-11,79,-15,-214
61,-5,47,212
77,42,8,17
58,-55,-69,-39
30,-26,-40,-38
7,-41,-33,-10
36,-40,48,260
41,8,79,262
-92,94,47,-139
19,36,-80,-293
-22,-77,-22,66
85,96,8,-83
-53,3,-4,-71
-8,77,6,-144
-17,-81,-83,-104
-68,-30,-99,-305
97,-52,76,429
11,42,-77,-304
26,26,-20,-86
40,-50,-12,104
5,23,57,130
40,47,56,114
-34,-56,79,315
-93,22,-93,-416
92,70,-7,-69
73,3,44,199
-54,43,35,-35
72,-11,-90,-176
-96,-92,86,346
-60,-6,-13,-87
-45,-99,46,291
35,-18,95,356
-18,-8,-10,-32
-77,-44,-32,-85
25,63,-52,-257
-61,66,76,35
72,-13,-42,-28
2,-5,-6,-6
56,-35,-42,0
87,55,72,193
68,78,1,-85
86,86,-68,-290
-91,-33,-23,-94
-71,92,29,-168
41,31,40,99
3,-33,25,144
92,-90,-32,176
92,-44,-11,147
-26,90,-65,-401
-23,-53,-95,-202
44,-99,-17,191
44,-68,10,210
-27,1,80,211
87,22,-34,-59
81,-92,-71,52
57,81,93,174
80,65,6,-32
-24,83,-47,-331
44,-77,77,429
-26,-26,28,110
61,-64,-4,177
-78,-16,84,206
30,69,-12,-144
24,47,-99,-367
-92,6,47,37
-41,95,19,-174
-1,29,-70,-269
-39,-51,-63,-126
30,-80,-53,31
72,-5,-82,-164
-39,73,77,46
48,-55,25,233
84,46,-82,-254
86,80,95,211
14,-36,18,140
-44,84,57,-41
-38,82,-56,-370
26,-97,28,304
12,-13,40,158
51,-25,-78,-133
-12,47,-53,-265
39,-6,-59,-126
49,-46,88,405
41,31,-98,-315
-66,74,-52,-370
-53,40,85,122
88,-81,18,304
61,-14,73,308
15,-55,1,128
82,68,-19,-111
-97,25,-99,-444
-97,-36,5,-10
77,31,65,210
93,38,11,50
83,84,-85,-340
0,79,-41,-281
-11,-97,22,249
55,68,67,120
-57,99,99,42
-34,70,81,69
-78,-22,-38,-148
66,1,-6,46
-26,-100,-39,57
-80,-12,-40,-176
-3,-73,-13,104
-92,56,80,36
1,20,-92,-315
36,-78,80,432
70,-9,91,361
55,22,48,155
-55,63,-63,-370
88,96,-95,-389
-29,21,-77,-302
38,-32,-63,-87
17,82,21,-84
62,65,-23,-137
-98,-10,50,72
11,-30,-30,-19
39,30,55,144
-38,-46,-60,-126
13,66,-79,-356
-59,-21,18,37
12,-42,34,198
-14,-94,-12,138
-100,-58,-5,1
60,-85,-8,206
-39,12,-42,-189
77,35,30,97
85,-71,53,386
3,-14,-61,-152
28,19,-80,-250
-75,100,-77,-506
17,-31,-6,61
-44,71,64,6
6,63,-51,-273
-34,-99,-26,86
34,-35,-52,-52
-63,34,37,-20
-78,-57,6,54
-21,-27,36,141
-96,72,97,51
-21,-73,-13,86
-24,53,-76,-358
63,-5,39,190
-26,59,65,51
44,-86,23,285
28,4,-66,-178
-85,-86,-36,-21
-37,-70,62,289
13,23,-9,-60
86,49,17,39
-91,41,54,-11
79,-68,90,485
-27,-95,25,238
48,92,74,86
79,-28,23,204
70,97,12,-88
-22,-18,100,314
-23,-25,31,120
73,18,-97,-254
-81,-11,85,196
-73,-96,-57,-52
-58,-62,37,177
72,-10,92,368
88,-87,-62,76
-85,-19,45,88
-76,66,-2,-214
70,-32,46,272
-13,33,-53,-238
67,-40,-14,105
66,37,-62,-194
44,3,7,59
38,41,19,13
64,-54,-50,22
-45,26,21,-34
8,-13,45,169
32,25,58,156
-92,-35,37,89
-38,63,-86,-422
9,22,74,187
86,58,-39,-147
56,-87,-51,77
63,47,49,116
-83,25,22,-67
-48,-44,-58,-134
-31,8,-86,-305
73,63,-37,-164
3,-73,-44,17
87,93,-2,-105
-66,63,-38,-306
86,-94,-33,175
69,-14,57,268
1,-34,-64,-123
16,21,-2,-32
-42,26,-13,-133
-87,-91,42,221
56,81,99,191
2,-10,-42,-104
3,62,-35,-226
-67,-59,-54,-111
-85,-58,-53,-128
-86,35,45,-21
-79,34,-9,-174
-16,81,52,-22
10,-62,10,164
-90,-94,-48,-46
80,-14,35,213
-16,72,-82,-406
-82,-39,-19,-61
47,38,-65,-224
-63,-69,-39,-42
71,36,-30,-91
59,56,-55,-218
-26,71,63,21
-71,-86,84,353
-19,64,-46,-285
65,-32,20,189
-59,33,-17,-176
-19,-58,-67,-104
92,85,73,141
-100,43,55,-21
63,-5,-40,-47
71,-74,0,219
76,-30,15,181
-16,-3,-35,-115
-89,84,-16,-305
94,95,-5,-111
98,69,82,206
-37,27,-24,-163
2,4,73,213
-11,40,43,38
5,57,-63,-298
66,-65,20,256
-56,84,38,-110
-22,-54,46,224
38,-31,3,109
3,-40,25,158
-67,90,51,-94
-35,13,4,-49
-74,19,6,-94
-61,25,94,171
3,99,-56,-363
6,-21,85,303
-70,-3,-82,-310
35,-74,-95,-102
-33,78,25,-114
-62,52,81,77
71,-76,92,499
98,-49,62,382
-5,-49,89,360
-9,-47,-43,-44
-78,11,95,185
44,59,87,187
76,6,29,151
61,-63,20,247
-2,76,-29,-241
-65,41,-93,-426
-42,21,-58,-258
26,74,-66,-320
-53,-21,-19,-68
96,16,60,244
7,9,27,70
66,16,64,226
-68,-10,37,63
-7,-40,-87,-188
-83,-46,-36,-99
87,69,48,93
-24,33,-61,-273
99,-23,-2,139
-40,71,-7,-203
83,-41,37,276
72,-55,-13,143
55,73,-82,-337
25,29,95,252
-79,-67,-52,-101
-6,72,69,57
29,60,-25,-166
22,-40,90,372
14,-2,81,261
76,15,-32,-50
93,-54,-36,93
92,-83,18,312
46,-42,24,202
-16,-37,-32,-38
3,52,5,-86
45,-7,-23,-10
87,92,-100,-397
-26,-30,-65,-161
-68,69,-19,-263
-5,31,9,-40
57,72,94,195
44,-1,-4,34
48,10,-8,4
27,27,18,27
-89,-88,66,285
-95,63,30,-131
8,81,34,-52
-57,47,74,71
37,7,47,164
-14,20,22,12
-15,56,80,113
83,-28,-52,-17
-21,-91,82,407
-38,-59,-72,-136
71,13,34,147
-23,-56,67,290
21,-9,59,216
-56,-49,1,45
54,-58,81,413
16,77,-5,-153
25,98,-38,-285
93,-90,-36,165
-87,42,13,-132
42,-14,-30,-20
-30,76,57,-11
-49,-98,89,414
-49,81,-51,-364
-89,75,41,-116
-87,39,-49,-312
-94,40,22,-108
-57,-38,79,256
9,73,90,133
-29,53,8,-111
-11,35,-39,-198
47,-89,46,363
-82,-72,-41,-61
-63,-54,-79,-192
36,68,-92,-376
-21,-34,-8,23
-95,7,12,-73
-1,6,-8,-37
96,95,59,83
91,43,-60,-175
-29,84,-84,-449
-15,82,47,-38
100,-41,77,413
-93,50,-44,-325
78,-62,49,349
-39,-24,-86,-249
-55,-76,-57,-74
41,21,-45,-136
-62,40,-5,-157
8,4,78,234
-67,-92,82,363
41,-81,1,206
21,80,-58,-313
41,69,44,35
7,46,-27,-166
34,-99,66,430
-95,37,43,-40
45,75,62,81
-15,6,-11,-60
-74,-77,75,305
-78,-28,-11,-55
-36,91,-60,-398
80,-95,60,450
-41,18,-20,-137
66,-28,40,242
-7,-18,-23,-40
73,-62,-44,65
-15,81,-34,-279
61,-85,95,516
87,-37,-18,107
-20,-47,42,200
-60,-68,-76,-152
-63,88,-25,-314
34,18,84,250
-44,59,45,-27
1,44,44,45
11,-63,91,410
77,41,46,133
-6,-3,10,30
87,-21,-45,-6
9,73,42,-11
32,40,45,87
-84,-69,-53,-105
82,38,76,234
-90,99,71,-75
14,82,84,102
36,28,-26,-98
-12,-58,-44,-28
-2,-17,-83,-217
82,31,4,32
-97,-21,78,179
-56,-99,29,229
-72,-18,94,246
31,-10,74,273
39,-87,61,396
-89,14,73,102
-73,-10,55,112
-44,-46,69,255
83,21,37,152
85,-5,87,356
62,38,35,91
-43,-12,-2,-25
-57,92,15,-196
-1,30,100,239
23,25,29,60
30,49,-68,-272
71,43,-99,-312
91,-29,-27,68
-94,-52,94,292
67,-51,-24,97
81,75,-13,-108
-58,4,83,183
33,76,-98,-413
23,-36,-61,-88
20,11,-93,-281
17,19,-70,-231
44,11,55,187
-1,86,-74,-395
84,-52,-20,128
91,-11,44,245
-48,96,58,-66
-46,-70,-19,37
-12,-17,-34,-80
-62,87,-47,-377
-38,19,-7,-97
59,-34,-17,76
-52,-86,76,348
-32,-58,42,210
94,-84,68,466
39,-22,-98,-211
-43,-83,35,228
-39,8,25,20
42,-94,99,527
-31,7,86,213
-23,37,-1,-100
5,-78,-26,83
-94,-14,-52,-222
-60,-78,68,300
-19,94,4,-195
-55,-96,60,317
-3,18,-61,-222
37,-82,64,393
-60,-51,48,186
84,9,96,354
72,-75,-74,0
31,29,-68,-231
85,-19,81,366
68,-28,-5,109
-42,74,-49,-337
30,-88,33,305
-99,11,-68,-325
62,-89,-64,48
-30,-6,75,207
-24,50,69,83
-93,57,-78,-441
-24,74,8,-148
-75,30,-6,-153
-1,-72,67,344
-44,-6,45,103
-18,77,29,-85
3,-6,-84,-237
-62,-73,56,252
-25,87,-24,-271
-79,-42,73,224
-24,-2,-27,-101
-57,25,-32,-203
86,-39,-67,-37
-69,-88,85,362
-34,67,97,123
63,-98,-89,-8
-71,96,-98,-557
46,80,-48,-258
-14,14,-77,-273
-45,9,-43,-192
-10,-54,-86,-160
-11,-96,-14,139
-78,50,73,41
48,82,46,22
65,84,-18,-157
71,34,62,189
-68,-17,-61,-217
-12,-6,-18,-54
-64,10,46,54
-69,21,47,30
-54,-88,27,203
98,-47,-17,141
39,86,-21,-196
-91,73,63,-48
-19,-6,17,44
26,92,10,-128
-92,0,53,67
-19,-86,46,291
81,-55,19,248
-85,-10,50,85
34,14,-66,-192
-14,-41,72,284
3,3,-44,-135
11,12,-53,-172
41,-28,-30,7
92,53,-27,-95
-55,57,-43,-298
-83,-7,-96,-357
53,-29,22,177
-59,42,-100,-443
-6,77,2,-154
-44,-63,39,199
-8,-89,5,185
78,72,-64,-258
98,-70,10,268
-48,-91,-47,-7
-20,67,18,-100
-65,90,-10,-275
-69,47,89,104
-47,-19,8,15
-68,-4,-4,-72
47,-83,-66,15
13,18,0,-23
63,-83,-50,79
-1,3,75,218
6,-92,-81,-53
51,-2,-31,-38
31,-99,61,412
73,-20,-19,56
5,-6,80,257
-82,62,-81,-449
-35,4,25,32
-1,80,-54,-323
-17,32,8,-57
-87,22,33,-32
-35,2,-94,-321
-93,-95,30,187
-83,7,6,-79
-74,58,27,-109
-72,58,33,-89
3,10,31,76
2,88,-55,-339
30,-71,-47,31
-24,62,89,119
-43,98,50,-89
45,-4,-67,-148
-76,-18,-10,-70
-74,-56,-7,17
-19,-7,-2,-11
-70,-7,-19,-113
46,-16,-74,-144
39,52,-71,-278
77,-25,27,208
58,48,-10,-68
27,-8,28,127
3,-60,-24,51
27,-6,19,96
70,-38,-65,-49
25,55,-67,-286
-73,2,-51,-230
88,-61,-20,150
-56,-53,-35,-55
88,-32,-87,-109
-58,12,15,-37
-55,-2,17,0
65,-83,75,456
-8,53,77,117
11,10,-59,-186
-90,63,-55,-381
42,-99,81,483
75,-5,30,175
-19,11,-15,-86
-13,74,56,7
14,6,-19,-55
20,-14,71,261
-11,27,-23,-134
92,-18,-33,29
69,91,-86,-371
-42,-11,-13,-59
80,-86,50,402
99,49,-42,-125
-80,30,-68,-344
-88,68,28,-140
-8,-71,-21,71
84,-7,26,176
-80,22,-33,-223
31,26,18,33
-62,-10,-22,-108
-6,29,6,-46
85,39,-72,-209
25,48,-52,-227
73,-5,41,206
-21,-92,-14,121
78,27,85,279
-18,98,-1,-217
-58,-30,-33,-97
-13,-86,52,315
-18,-37,4,68
-49,-71,-94,-189
-42,6,73,165
24,-58,-54,-22
-62,3,17,-17
82,33,-27,-65
