x,y
87654,287652
92608,292606
34940,234938
45000,244998
68495,268493
93771,293769
11422,211420
38809,238807
79794,279792
21767,221765
58529,258527
25034,225032
11556,211554
44111,244109
70373,270371
47983,247981
84551,284549
42420,242418
71208,271206
30254,230252
30337,230335
32790,232788
18014,218012
70080,270078
93342,293340
17772,217770
68796,268794
84308,284306
16530,216528
62632,262630
39996,239994
95017,295015
74306,274304
52938,252936
19783,219781
51439,251437
24108,224106
28357,228355
67725,267723
50214,250212
89909,289907
89186,289184
14279,214277
95064,295062
83805,283803
25948,225946
87920,287918
78956,278954
44597,244595
26352,226350
23759,223757
51758,251756
66576,266574
63505,263503
94346,294344
57571,257569
26712,226710
85683,285681
28329,228327
70164,270162
78252,278250
89929,289927
32880,232878
69803,269801
63990,263988
31993,231991
77586,277584
78418,278416
38368,238366
65713,265711
41543,241541
54470,254468
68723,268721
51650,251648
95033,295031
29452,229450
96844,296842
59055,259053
89771,289769
47601,247599
18682,218680
64720,264718
37362,237360
90990,290988
83037,283035
22788,222786
84890,284888
47895,247893
48628,248626
63084,263082
24275,224273
56448,256446
95483,295481
87374,287372
99578,299576
83646,283644
72733,272731
63226,263224
73157,273155
79773,279771
70124,270122
42415,242413
67074,267072
28170,228168
94331,294329
29222,229220
60818,260816
53932,253930
50524,250522
87276,287274
62743,262741
71019,271017
23920,223918
98973,298971
56970,256968
59831,259829
25072,225070
45387,245385
56411,256409
92247,292245
24941,224939
68652,268650
10118,210116
26437,226435
11077,211075
98702,298700
10489,210487
28979,228977
81603,281601
65350,265348
43001,242999
81424,281422
74381,274379
79776,279774
95550,295548
78157,278155
16208,216206
63253,263251
41358,241356
92759,292757
95432,295430
61803,261801
49856,249854
10744,210742
84719,284717
79036,279034
72629,272627
39488,239486
93694,293692
50950,250948
46320,246318
35493,235491
39628,239626
36317,236315
14056,214054
89773,289771
29290,229288
67805,267803
99961,299959
25044,225042
11566,211564
28277,228275
37558,237556
37038,237036
66081,266079
59220,259218
49191,249189
43994,243992
92771,292769
57395,257393
73645,273643
38940,238938
77921,277919
68491,268489
33811,233809
34056,234054
54392,254390
70495,270493
33312,233310
84605,284603
11993,211991
95119,295117
31121,231119
40387,240385
67951,267949
17145,217143
51236,251234
44348,244346
60955,260953
73503,273501
12850,212848
54219,254217
15837,215835
65631,265629
58364,258362
69389,269387
89357,289355
61109,261107
42712,242710
78806,278804
72337,272335
48773,248771
60474,260472
76957,276955
55014,255012
64491,264489
20579,220577
57618,257616
56120,256118
53891,253889
65431,265429
96186,296184
18284,218282
46010,246008
74348,274346
60893,260891
72949,272947
49150,249148
70132,270130
63842,263840
50732,250730
71397,271395
71737,271735
80974,280972
41685,241683
18436,218434
48722,248720
49028,249026
99956,299954
84158,284156
67731,267729
22239,222237
31423,231421
72492,272490
53011,253009
37815,237813
24678,224676
52433,252431
23702,223700
46261,246259
70356,270354
15598,215596
69121,269119
47758,247756
47532,247530
87455,287453
26703,226701
20330,220328
17884,217882
59004,259002
20657,220655
18569,218567
72352,272350
44999,244997
25878,225876
83058,283056
31117,231115
55685,255683
39271,239269
56292,256290
38363,238361
79628,279626
73872,273870
80712,280710
33107,233105
99259,299257
23774,223772
23730,223728
48903,248901
38180,238178
28247,228245
70550,270548
80665,280663
67540,267538
79412,279410
35674,235672
10447,210445
62206,262204
63568,263566
51266,251264
31779,231777
32263,232261
46241,246239
47370,247368
90768,290766
56681,256679
72062,272060
46056,246054
97505,297503
54308,254306
88980,288978
70226,270224
45756,245754
32647,232645
26322,226320
73075,273073
10318,210316
55597,255595
82775,282773
60086,260084
78806,278804
91036,291034
22843,222841
15044,215042
24767,224765
97193,297191
22719,222717
79618,279616
94097,294095
79405,279403
44215,244213
66523,266521
54742,254740
77491,277489
13860,213858
10371,210369
48071,248069
18929,218927
25827,225825
92439,292437
37760,237758
62544,262542
63952,263950
34558,234556
14461,214459
41796,241794
25918,225916
76408,276406
64721,264719
63101,263099
12879,212877
82397,282395
31705,231703
73856,273854
54329,254327
69421,269419
87143,287141
48686,248684
70699,270697
44494,244492
28610,228608
47744,247742
65016,265014
36992,236990
67469,267467
89587,289585
52374,252372
85713,285711
60471,260469
63319,263317
14801,214799
76633,276631
19998,219996
32310,232308
10068,210066
76260,276258
91256,291254
83433,283431
37023,237021
46698,246696
86978,286976
73179,273177
52007,252005
62133,262131
74683,274681
49195,249193
91443,291441
36010,236008
64899,264897
72335,272333
98613,298611
72258,272256
30139,230137
76669,276667
49289,249287
13417,213415
23966,223964
20836,220834
38992,238990
50926,250924
70253,270251
74555,274553
86985,286983
67477,267475
96476,296474
89310,289308
73147,273145
50721,250719
70685,270683
17697,217695
14632,214630
92664,292662
21033,221031
46858,246856
91523,291521
24642,224640
13125,213123
99911,299909
48636,248634
61639,261637
66537,266535
28539,228537
70045,270043
47875,247873
79102,279100
43095,243093
68747,268745
67846,267844
37578,237576
45196,245194
97124,297122
11666,211664
14182,214180
17526,217524
83442,283440
60523,260521
82841,282839
28789,228787
44891,244889
96351,296349
33979,233977
31981,231979
29839,229837
97899,297897
19664,219662
29644,229642
43051,243049
76111,276109
32500,232498
63248,263246
95740,295738
58151,258149
43780,243778
88014,288012
87869,287867
88596,288594
53297,253295
82425,282423
32258,232256
98592,298590
26434,226432
69704,269702
60940,260938
25905,225903
60670,260668
98872,298870
95123,295121
39251,239249
13343,213341
94397,294395
40983,240981
28296,228294
78074,278072
16769,216767
16794,216792
76919,276917
67133,267131
27868,227866
71060,271058
27956,227954
82226,282224
35782,235780
50468,250466
13268,213266
32616,232614
37268,237266
17382,217380
35874,235872
59750,259748
90236,290234
44759,244757
17646,217644
11300,211298
45667,245665
81492,281490
12195,212193
50831,250829
93343,293341
62046,262044
51259,251257
12612,212610
27515,227513
40284,240282
89652,289650
34414,234412
58726,258724
36802,236800
33484,233482
12747,212745
63207,263205
18469,218467
70229,270227
85302,285300
80468,280466
13223,213221
64815,264813
65451,265449
13307,213305
43514,243512
99615,299613
52371,252369
67745,267743
93860,293858
43838,243836
91384,291382
23844,223842
50281,250279
95276,295274
76514,276512
42882,242880
68128,268126
87237,287235
21211,221209
66968,266966
69058,269056
72376,272374
48871,248869
55386,255384
11971,211969
36446,236444
18720,218718
21691,221689
92173,292171
34138,234136
78584,278582
30829,230827
44574,244572
23751,223749
19153,219151
85473,285471
85983,285981
50955,250953
75625,275623
54356,254354
89223,289221
26833,226831
55252,255250
42931,242929
32343,232341
48038,248036
41388,241386
70824,270822
33474,233472
45832,245830
20239,220237
31510,231508
48346,248344
35753,235751
47443,247441
36110,236108
45802,245800
35762,235760
53906,253904
27909,227907
84494,284492
45934,245932
25618,225616
34807,234805
83986,283984
13678,213676
52269,252267
62892,262890
71783,271781
60011,260009
24554,224552
21149,221147
18498,218496
92430,292428
74801,274799
49037,249035
39383,239381
25365,225363
38772,238770
86396,286394
67188,267186
66706,266704
37137,237135
92307,292305
27171,227169
90804,290802
64878,264876
10633,210631
25154,225152
83464,283462
39994,239992
53166,253164
54848,254846
25285,225283
54501,254499
11613,211611
62744,262742
50765,250763
26257,226255
10663,210661
26281,226279
50783,250781
47532,247530
74395,274393
85248,285246
10078,210076
98539,298537
62852,262850
65749,265747
76215,276213
25689,225687
18509,218507
25747,225745
54712,254710
67813,267811
76677,276675
34022,234020
84754,284752
91983,291981
20194,220192
66531,266529
94315,294313
44324,244322
21566,221564
19053,219051
80538,280536
81091,281089
83915,283913
83872,283870
44029,244027
96823,296821
33715,233713
92829,292827
58519,258517
35257,235255
94686,294684
29980,229978
37488,237486
43890,243888
32331,232329
54495,254493
99931,299929
48747,248745
53377,253375
71847,271845
79975,279973
49533,249531
40165,240163
47247,247245
19042,219040
18200,218198
61276,261274
81145,281143
14484,214482
66848,266846
12800,212798
11347,211345
42659,242657
31609,231607
40570,240568
26343,226341
89999,289997
79905,279903
46461,246459
66829,266827
72206,272204
31274,231272
73854,273852
44580,244578
21598,221596
10749,210747
78152,278150
78312,278310
33906,233904
56941,256939
94991,294989
68816,268814
13610,213608
79462,279460
71907,271905
75538,275536
25032,225030
95877,295875
75966,275964
11862,211860
97093,297091
15466,215464
61095,261093
54797,254795
83051,283049
95174,295172
73404,273402
65997,265995
74421,274419
71800,271798
68916,268914
70736,270734
38778,238776
11100,211098
13044,213042
89577,289575
70769,270767
60731,260729
72993,272991
14787,214785
50520,250518
12479,212477
12044,212042
55779,255777
78695,278693
46225,246223
21213,221211
15947,215945
11303,211301
28746,228744
68242,268240
19270,219268
35173,235171
26948,226946
83613,283611
10331,210329
72632,272630
70247,270245
18997,218995
22194,222192
79617,279615
37565,237563
33553,233551
63062,263060
42875,242873
32400,232398
17283,217281
83339,283337
44692,244690
86346,286344
76509,276507
93905,293903
87569,287567
23780,223778
81395,281393
18163,218161
73015,273013
33237,233235
68543,268541
10270,210268
80365,280363
39456,239454
26450,226448
59821,259819
11928,211926
61266,261264
68867,268865
77858,277856
44142,244140
33702,233700
98702,298700
49652,249650
29182,229180
74899,274897
29391,229389
33122,233120
98457,298455
72940,272938
67575,267573
62631,262629
74912,274910
15570,215568
39044,239042
41209,241207
94915,294913
84287,284285
40211,240209
18233,218231
26231,226229
47510,247508
35773,235771
33240,233238
78611,278609
31201,231199
94309,294307
74908,274906
96910,296908
96811,296809
34960,234958
15324,215322
65591,265589
17390,217388
86060,286058
34768,234766
90909,290907
58649,258647
83730,283728
47609,247607
46448,246446
43015,243013
61518,261516
79782,279780
12289,212287
28206,228204
62344,262342
46221,246219
87477,287475
55388,255386
21529,221527
62321,262319
43130,243128
48303,248301
90107,290105
28977,228975
27367,227365
61233,261231
33339,233337
67462,267460
82592,282590
84595,284593
75407,275405
88235,288233
55399,255397
94329,294327
56291,256289
49828,249826
94207,294205
33435,233433
13176,213174
97505,297503
63506,263504
60848,260846
13971,213969
63692,263690
33374,233372
92079,292077
67105,267103
94856,294854
78789,278787
97021,297019
29718,229716
61023,261021
23515,223513
86711,286709
68185,268183
28980,228978
13460,213458
75677,275675
91110,291108
48631,248629
56392,256390
51908,251906
42550,242548
19747,219745
90028,290026
70800,270798
15209,215207
91670,291668
51350,251348
66612,266610
52452,252450
36820,236818
24629,224627
51607,251605
23935,223933
37228,237226
64179,264177
73340,273338
84232,284230
71771,271769
33025,233023
83030,283028
47493,247491
68574,268572
98242,298240
63724,263722
62460,262458
22844,222842
45874,245872
46846,246844
52290,252288
24208,224206
16150,216148
24070,224068
92993,292991
40656,240654
54596,254594
22830,222828
74285,274283
84877,284875
86369,286367
68024,268022
16731,216729
66206,266204
96044,296042
11707,211705
42011,242009
22118,222116
73218,273216
89396,289394
56651,256649
24473,224471
57227,257225
91301,291299
81667,281665
82264,282262
39432,239430
59523,259521
31971,231969
38117,238115
27588,227586
62746,262744
25042,225040
82880,282878
59856,259854
74105,274103
69311,269309
77377,277375
68925,268923
89730,289728
19152,219150
48033,248031
51334,251332
32616,232614
80699,280697
87781,287779
92663,292661
68954,268952
11296,211294
19261,219259
38782,238780
62895,262893
21715,221713
55410,255408
27322,227320
20907,220905
44962,244960
25554,225552
86297,286295
78436,278434
45430,245428
27237,227235
30587,230585
70680,270678
98916,298914
14361,214359
33500,233498
52261,252259
89676,289674
37038,237036
30514,230512
26857,226855
38182,238180
73520,273518
57521,257519
71844,271842
28209,228207
84456,284454
97897,297895
69862,269860
62795,262793
20568,220566
11405,211403
66264,266262
75606,275604
80302,280300
38279,238277
25158,225156
51297,251295
84363,284361
47040,247038
93102,293100
68453,268451
19269,219267
33466,233464
99222,299220
67880,267878
41856,241854
20606,220604
34930,234928
32367,232365
90148,290146
65146,265144
11772,211770
97058,297056
80279,280277
68671,268669
76933,276931
12884,212882
49268,249266
26964,226962
45201,245199
88491,288489
38865,238863
47321,247319
19294,219292
93512,293510
35237,235235
13134,213132
87405,287403
29950,229948
98488,298486
22283,222281
23886,223884
63249,263247
19400,219398
38846,238844
83510,283508
90332,290330
60124,260122
77310,277308
65560,265558
72432,272430
31264,231262
34614,234612
87466,287464
61385,261383
56328,256326
72081,272079
16590,216588
83914,283912
23828,223826
96352,296350
26718,226716
69547,269545
74381,274379
23228,223226
56662,256660
63422,263420
94337,294335
34693,234691
16300,216298
29754,229752
11917,211915
97382,297380
99091,299089
81333,281331
80086,280084
19158,219156
67839,267837
21727,221725
95922,295920
20419,220417
73875,273873
97142,297140
95263,295261
17239,217237
65524,265522
45113,245111
93547,293545
18478,218476
73859,273857
33187,233185
66443,266441
41457,241455
33207,233205
70638,270636
91698,291696
74517,274515
74121,274119
80709,280707
64497,264495
99943,299941
82637,282635
34638,234636
36765,236763
33305,233303
37602,237600
92392,292390
68558,268556
36195,236193
48179,248177
17232,217230
16127,216125
30361,230359
21729,221727
12151,212149
77480,277478
20235,220233
82179,282177
35932,235930
46844,246842
39804,239802
47415,247413
93566,293564
70551,270549
23044,223042
60301,260299
16811,216809
54099,254097
63624,263622
14471,214469
62517,262515
14006,214004
61128,261126
48688,248686
47073,247071
98160,298158
95858,295856
88981,288979
77425,277423
68691,268689
27692,227690
68966,268964
86676,286674
14087,214085
79556,279554
27581,227579
42711,242709
44175,244173
73218,273216
77684,277682
39497,239495
25457,225455
99742,299740
23414,223412
12170,212168
84939,284937
16241,216239
53766,253764
66836,266834
36692,236690
57977,257975
56476,256474
45857,245855
45481,245479
51324,251322
94382,294380
36079,236077
75145,275143
13013,213011
35528,235526
74662,274660
57621,257619
78097,278095
82580,282578
67953,267951
31215,231213
15176,215174
15842,215840
67227,267225
14919,214917
96497,296495
90174,290172
77266,277264
84143,284141
15160,215158
71227,271225
99996,299994
28023,228021
70319,270317
50665,250663
26115,226113
60454,260452
73783,273781
26707,226705
77087,277085
90241,290239
68073,268071
51945,251943
24854,224852
31308,231306
57363,257361
52509,252507
60648,260646
21899,221897
85161,285159
84798,284796
66175,266173
13330,213328
69683,269681
51295,251293
85061,285059
35316,235314
30813,230811
16989,216987
13072,213070
21081,221079
68027,268025
61669,261667
36214,236212
28328,228326
99120,299118
96997,296995
39140,239138
79468,279466
91867,291865
92163,292161
14280,214278
70366,270364
75301,275299
67459,267457
96342,296340
95618,295616
88942,288940
71570,271568
50693,250691
10355,210353
68904,268902
58638,258636
59072,259070
82969,282967
67917,267915
22000,221998
49268,249266
86410,286408
30913,230911
45918,245916
77207,277205
39222,239220
72244,272242
46067,246065
53321,253319
93301,293299
43040,243038
59579,259577
61487,261485
54531,254529
29510,229508
13188,213186
84631,284629
86915,286913
63711,263709
30224,230222
44168,244166
98574,298572
46832,246830
79679,279677
47256,247254
95372,295370
99645,299643
76055,276053
21104,221102
57612,257610
44020,244018
93912,293910
37780,237778
91618,291616
64032,264030
95711,295709
99429,299427
12553,212551
16381,216379
32595,232593
81999,281997
76016,276014
52444,252442
37816,237814
60833,260831
72914,272912
38805,238803
47954,247952
78241,278239
95981,295979
22348,222346
71313,271311
84135,284133
74449,274447
33660,233658
53525,253523
46248,246246
64380,264378
68831,268829
55690,255688
87386,287384
65671,265669
82222,282220
98448,298446
82696,282694
23628,223626
94537,294535
48446,248444
56270,256268
23469,223467
37763,237761
77327,277325
61708,261706
82510,282508
69460,269458
42856,242854
35399,235397
50662,250660
85056,285054
20385,220383
84340,284338
48334,248332
97330,297328
29488,229486
86303,286301
47391,247389
38468,238466
89130,289128
23091,223089
96087,296085
38931,238929
22316,222314
98448,298446
98952,298950
86143,286141
49818,249816
60090,260088
41375,241373
16186,216184
46020,246018
67072,267070
35516,235514
40694,240692
70449,270447
99986,299984
23836,223834
83817,283815
78776,278774
87248,287246
96092,296090
82407,282405
73649,273647
78151,278149
70481,270479
52369,252367
88775,288773
17497,217495
85880,285878
57861,257859
64521,264519
77593,277591
14161,214159
26441,226439
85065,285063
66884,266882
75221,275219
63300,263298
71505,271503
61201,261199
78397,278395
80671,280669
38883,238881
11047,211045
48784,248782
57060,257058
93325,293323
45712,245710
15493,215491
50228,250226
84652,284650
85467,285465
48525,248523
83474,283472
60955,260953
78774,278772
51369,251367
31768,231766
88439,288437
73263,273261
53907,253905
66710,266708
21691,221689
31607,231605
64853,264851
65826,265824
73271,273269
67519,267517
46845,246843
41424,241422
23343,223341
62773,262771
86311,286309
54112,254110
62917,262915
85026,285024
98840,298838
89700,289698
42641,242639
66662,266660
35027,235025
34846,234844
55954,255952
96098,296096
74622,274620
98060,298058
13990,213988
50473,250471
95515,295513
10511,210509
56326,256324
42269,242267
11075,211073
56484,256482
57783,257781
75087,275085
13486,213484
20692,220690
65712,265710
13742,213740
50746,250744
96633,296631
61943,261941
37497,237495
98637,298635
11485,211483
56169,256167
43186,243184
15531,215529
91751,291749
73300,273298
70871,270869
87575,287573
20770,220768
23559,223557
33774,233772
20484,220482
22925,222923
14681,214679
78485,278483
65710,265708
42273,242271
46405,246403
21889,221887
21332,221330
61411,261409
41939,241937
88636,288634
34642,234640
25829,225827
57162,257160
25348,225346
66397,266395
86818,286816
28053,228051
26862,226860
31341,231339
94572,294570
83499,283497
18587,218585
62518,262516
20460,220458
50155,250153
38257,238255
65681,265679
37945,237943
98404,298402
11485,211483
43608,243606
70102,270100
56410,256408
53541,253539
84183,284181
11328,211326
35563,235561
93284,293282
42714,242712
27411,227409
32507,232505
31000,230998
82925,282923
78488,278486
37800,237798
96813,296811
12079,212077
43332,243330
32185,232183
93415,293413
95540,295538
77408,277406
33777,233775
75451,275449
71062,271060
94733,294731
88118,288116
81925,281923
68552,268550
90287,290285
89539,289537
18114,218112
11214,211212
31164,231162
40228,240226
52731,252729
51631,251629
98989,298987
62432,262430
86951,286949
30009,230007
80307,280305
16401,216399
39699,239697
43310,243308
53481,253479
40200,240198
60146,260144
40905,240903
69907,269905
96882,296880
68009,268007
51561,251559
75654,275652
36016,236014
96600,296598
65456,265454
36353,236351
78308,278306
92728,292726
29459,229457
42903,242901
90995,290993
25929,225927
18370,218368
23396,223394
21460,221458
68497,268495
77485,277483
87497,287495
52117,252115
83497,283495
39944,239942
92472,292470
94035,294033
86626,286624
18132,218130
60339,260337
98984,298982
85621,285619
49980,249978
43109,243107
93075,293073
97198,297196
38303,238301
98534,298532
13326,213324
81331,281329
11841,211839
28928,228926
82431,282429
24411,224409
19643,219641
24730,224728
81084,281082
34252,234250
63470,263468
47643,247641
55718,255716
33900,233898
50162,250160
16528,216526
50581,250579
89904,289902
84683,284681
78865,278863
57726,257724
90848,290846
40962,240960
65269,265267
18448,218446
66831,266829
17440,217438
28026,228024
84075,284073
25278,225276
87434,287432
59571,259569
18922,218920
19827,219825
82685,282683
23485,223483
54439,254437
70936,270934
26286,226284
35513,235511
35115,235113
79408,279406
25630,225628
23851,223849
81170,281168
79033,279031
25753,225751
23207,223205
20730,220728
96478,296476
84949,284947
48026,248024
16085,216083
18169,218167
36011,236009
73871,273869
78340,278338
38955,238953
57115,257113
49288,249286
69835,269833
36171,236169
21935,221933
48860,248858
69634,269632
14337,214335
89338,289336
56167,256165
30885,230883
16668,216666
42531,242529
93692,293690
36623,236621
37629,237627
48341,248339
52774,252772
63290,263288
32075,232073
41257,241255
98645,298643
31764,231762
66046,266044
37857,237855
78033,278031
93392,293390
88447,288445
31048,231046
31614,231612
66732,266730
80252,280250
69079,269077
98252,298250
12776,212774
47134,247132
53039,253037
30712,230710
30854,230852
28081,228079
87739,287737
70461,270459
94935,294933
59917,259915
65352,265350
51070,251068
62144,262142
75096,275094
74317,274315
27143,227141
14206,214204
81580,281578
58305,258303
39405,239403
15940,215938
37492,237490
34244,234242
18804,218802
71589,271587
88009,288007
15974,215972
23333,223331
47550,247548
79968,279966
51688,251686
36910,236908
88422,288420
71472,271470
32275,232273
48483,248481
93517,293515
20132,220130
83794,283792
76377,276375
74443,274441
23447,223445
75585,275583
48155,248153
83111,283109
29114,229112
63844,263842
21787,221785
57156,257154
82370,282368
65469,265467
40267,240265
34987,234985
22864,222862
80881,280879
32637,232635
84336,284334
14793,214791
98761,298759
65519,265517
20139,220137
53435,253433
19233,219231
20737,220735
36311,236309
61104,261102
63037,263035
62778,262776
81999,281997
50322,250320
88512,288510
86289,286287
51891,251889
24780,224778
51782,251780
26907,226905
19424,219422
17666,217664
90575,290573
59625,259623
47049,247047
78860,278858
19103,219101
68069,268067
84058,284056
37798,237796
23427,223425
70243,270241
36054,236052
15023,215021
21674,221672
36133,236131
63167,263165
45757,245755
92310,292308
76618,276616
77228,277226
86554,286552
51757,251755
75910,275908
17832,217830
83602,283600
66168,266166
94067,294065
96158,296156
72214,272212
88116,288114
43491,243489
28465,228463
85072,285070
56263,256261
25842,225840
21764,221762
41410,241408
43308,243306
46528,246526
34802,234800
69667,269665
64677,264675
83429,283427
86841,286839
59815,259813
95073,295071
27758,227756
63863,263861
32171,232169
77247,277245
34593,234591
30923,230921
92754,292752
43952,243950
35442,235440
97439,297437
27849,227847
83794,283792
84303,284301
23854,223852
95751,295749
87437,287435
10214,210212
40471,240469
40427,240425
86865,286863
74581,274579
19163,219161
72369,272367
44252,244250
47228,247226
20248,220246
26327,226325
32638,232636
61684,261682
87691,287689
91926,291924
76303,276301
58390,258388
57164,257162
21270,221268
86452,286450
93105,293103
69452,269450
28525,228523
83531,283529
47319,247317
55965,255963
72828,272826
87692,287690
69987,269985
98163,298161
40765,240763
72412,272410
21227,221225
62110,262108
28531,228529
96594,296592
30754,230752
61723,261721
91151,291149
34804,234802
27397,227395
70810,270808
48913,248911
95193,295191
53504,253502
47995,247993
76304,276302
70209,270207
62028,262026
90882,290880
43271,243269
11121,211119
79845,279843
65222,265220
51301,251299
88441,288439
45132,245130
44490,244488
62824,262822
23301,223299
56723,256721
84584,284582
85414,285412
68194,268192
81847,281845
51911,251909
21322,221320
11180,211178
83016,283014
37351,237349
83580,283578
38989,238987
67510,267508
97781,297779
71593,271591
83953,283951
57876,257874
28260,228258
16360,216358
60933,260931
93039,293037
64090,264088
89920,289918
76357,276355
98682,298680
51717,251715
29043,229041
14692,214690
