x,y
95941,295939
93135,293133
60791,260789
19914,219912
65831,265829
11961,211959
39639,239637
61562,261560
14371,214369
91203,291201
32524,232522
82985,282983
77352,277350
77075,277073
96214,296212
43528,243526
54879,254877
88981,288979
21797,221795
27443,227441
71363,271361
76700,276698
14503,214501
24096,224094
36743,236741
68028,268026
59362,259360
45895,245893
59096,259094
56448,256446
21251,221249
60735,260733
44250,244248
60304,260302
25955,225953
15427,215425
68668,268666
97337,297335
63609,263607
15582,215580
95504,295502
69485,269483
89839,289837
92249,292247
50589,250587
69022,269020
96720,296718
40070,240068
92564,292562
41740,241738
89457,289455
12012,212010
32477,232475
63773,263771
29225,229223
35388,235386
53792,253790
95011,295009
39439,239437
34825,234823
12641,212639
66034,266032
49021,249019
90002,290000
37109,237107
30734,230732
78009,278007
23924,223922
29972,229970
10106,210104
99984,299982
29942,229940
38631,238629
60370,260368
31793,231791
57180,257178
79067,279065
86546,286544
96458,296456
14178,214176
72306,272304
98441,298439
21379,221377
22360,222358
70835,270833
32283,232281
12550,212548
32978,232976
75889,275887
96549,296547
98244,298242
55712,255710
35454,235452
45825,245823
59456,259454
49511,249509
49853,249851
66658,266656
31242,231240
51227,251225
92539,292537
17382,217380
28701,228699
15479,215477
53310,253308
99230,299228
39227,239225
39260,239258
68383,268381
58522,258520
51608,251606
12849,212847
56282,256280
33644,233642
96640,296638
38495,238493
81263,281261
24003,224001
49154,249152
83690,283688
44377,244375
39075,239073
24929,224927
29757,229755
68961,268959
41822,241820
33275,233273
38269,238267
87018,287016
46306,246304
16983,216981
98689,298687
99882,299880
25016,225014
59969,259967
86289,286287
74917,274915
33858,233856
82547,282545
69236,269234
17757,217755
27587,227585
59911,259909
56116,256114
84775,284773
98401,298399
61587,261585
42478,242476
52121,252119
35914,235912
89349,289347
91658,291656
85307,285305
79130,279128
67061,267059
47816,247814
22145,222143
16635,216633
33284,233282
35290,235288
76634,276632
36602,236600
20647,220645
56056,256054
78130,278128
40264,240262
80558,280556
59295,259293
24559,224557
99630,299628
87550,287548
45548,245546
11341,211339
75965,275963
16398,216396
79487,279485
45405,245403
95128,295126
14970,214968
57956,257954
21039,221037
93597,293595
61414,261412
87439,287437
12762,212760
65872,265870
19419,219417
48796,248794
73465,273463
88536,288534
24955,224953
93563,293561
98474,298472
54899,254897
23412,223410
79441,279439
39020,239018
65276,265274
11881,211879
62164,262162
30386,230384
78578,278576
45796,245794
18087,218085
80090,280088
52739,252737
81476,281474
92945,292943
49860,249858
90850,290848
24876,224874
99473,299471
31558,231556
47967,247965
49420,249418
77593,277591
82696,282694
48937,248935
18888,218886
28854,228852
90876,290874
49712,249710
86053,286051
49155,249153
64665,264663
38950,238948
80926,280924
18220,218218
25764,225762
35362,235360
63341,263339
93468,293466
16974,216972
20162,220160
15199,215197
86286,286284
95847,295845
38523,238521
61999,261997
82962,282960
26982,226980
49473,249471
90036,290034
80520,280518
81714,281712
78770,278768
44738,244736
44246,244244
78107,278105
86109,286107
52558,252556
57882,257880
67272,267270
40898,240896
66704,266702
52592,252590
65487,265485
52968,252966
19241,219239
71400,271398
80856,280854
62177,262175
54003,254001
86803,286801
67486,267484
69024,269022
25557,225555
58227,258225
97162,297160
37524,237522
40495,240493
37070,237068
80468,280466
61289,261287
74923,274921
27117,227115
21410,221408
98675,298673
98770,298768
60330,260328
68614,268612
15691,215689
30143,230141
81983,281981
79041,279039
93643,293641
17290,217288
30894,230892
68735,268733
71589,271587
93385,293383
75222,275220
63610,263608
55648,255646
13648,213646
60912,260910
20319,220317
42438,242436
25993,225991
64316,264314
95588,295586
45665,245663
83086,283084
68387,268385
30420,230418
70069,270067
16069,216067
41450,241448
61072,261070
30569,230567
71772,271770
89994,289992
94899,294897
42822,242820
81381,281379
25219,225217
58635,258633
35189,235187
70319,270317
27848,227846
59361,259359
10806,210804
13445,213443
20156,220154
39264,239262
66707,266705
14387,214385
19609,219607
23995,223993
59447,259445
85535,285533
13333,213331
67604,267602
42008,242006
20605,220603
74747,274745
90389,290387
95493,295491
25736,225734
17520,217518
68363,268361
14159,214157
89907,289905
57207,257205
69658,269656
34645,234643
40072,240070
32053,232051
36082,236080
47192,247190
27356,227354
49958,249956
43308,243306
32101,232099
14270,214268
85354,285352
76350,276348
99087,299085
91965,291963
53618,253616
80270,280268
30783,230781
20204,220202
63573,263571
53682,253680
91773,291771
73186,273184
20671,220669
39027,239025
12283,212281
29472,229470
85827,285825
17070,217068
86736,286734
45732,245730
92785,292783
10492,210490
80297,280295
20964,220962
74116,274114
38560,238558
12244,212242
25103,225101
84669,284667
55342,255340
56831,256829
80069,280067
68591,268589
53871,253869
89457,289455
20396,220394
49307,249305
37534,237532
93899,293897
26154,226152
89878,289876
34148,234146
22968,222966
41224,241222
50350,250348
18461,218459
15857,215855
72837,272835
42787,242785
74123,274121
70543,270541
28230,228228
73134,273132
15535,215533
50759,250757
20298,220296
18109,218107
21403,221401
25857,225855
71959,271957
81480,281478
41674,241672
55265,255263
84226,284224
97502,297500
53540,253538
67269,267267
69766,269764
95528,295526
65706,265704
96869,296867
14300,214298
12468,212466
11348,211346
43320,243318
49367,249365
24138,224136
57230,257228
18677,218675
46709,246707
83776,283774
27237,227235
17107,217105
14567,214565
66910,266908
11383,211381
31125,231123
97140,297138
73644,273642
75458,275456
14945,214943
72509,272507
64370,264368
49918,249916
55299,255297
97999,297997
88959,288957
25642,225640
91919,291917
42960,242958
19208,219206
76729,276727
32409,232407
30018,230016
99470,299468
60082,260080
63392,263390
87885,287883
27965,227963
59384,259382
90055,290053
12117,212115
34144,234142
66225,266223
99752,299750
58227,258225
45692,245690
95864,295862
97642,297640
93287,293285
67595,267593
54630,254628
53711,253709
71426,271424
54401,254399
83897,283895
46647,246645
62046,262044
96300,296298
41185,241183
76672,276670
65435,265433
10717,210715
97207,297205
92454,292452
95112,295110
12238,212236
25369,225367
87270,287268
92365,292363
55522,255520
49013,249011
92754,292752
92386,292384
91274,291272
53445,253443
44488,244486
28220,228218
91808,291806
74907,274905
89822,289820
43878,243876
93477,293475
85860,285858
43188,243186
78078,278076
98384,298382
87242,287240
48479,248477
25382,225380
90965,290963
57286,257284
67247,267245
28726,228724
73044,273042
53935,253933
60156,260154
49143,249141
47553,247551
40690,240688
40050,240048
25790,225788
39768,239766
97995,297993
34736,234734
82089,282087
97606,297604
24085,224083
76951,276949
75762,275760
46263,246261
51919,251917
94658,294656
89354,289352
67603,267601
73876,273874
74999,274997
56721,256719
93773,293771
30925,230923
12426,212424
72269,272267
23419,223417
34092,234090
60000,259998
95959,295957
95903,295901
24232,224230
40679,240677
79006,279004
69802,269800
62368,262366
51676,251674
31665,231663
23641,223639
20221,220219
90123,290121
46813,246811
85674,285672
84619,284617
45232,245230
56954,256952
76946,276944
22886,222884
91057,291055
97056,297054
57011,257009
76868,276866
84375,284373
86887,286885
31573,231571
24070,224068
63403,263401
28962,228960
10047,210045
93997,293995
27544,227542
14375,214373
62221,262219
88270,288268
52221,252219
10000,209998
10771,210769
45591,245589
47330,247328
80696,280694
70043,270041
21863,221861
98215,298213
19974,219972
21513,221511
23383,223381
51598,251596
87905,287903
96342,296340
11397,211395
77999,277997
46675,246673
70696,270694
82181,282179
69659,269657
25640,225638
97470,297468
64896,264894
29395,229393
72319,272317
14860,214858
45708,245706
19733,219731
60955,260953
26239,226237
47353,247351
69113,269111
95378,295376
43161,243159
54655,254653
28381,228379
17588,217586
32701,232699
29241,229239
47450,247448
87221,287219
77592,277590
24887,224885
82298,282296
12255,212253
14705,214703
28023,228021
61675,261673
48795,248793
16387,216385
53736,253734
31642,231640
15963,215961
58564,258562
70014,270012
52108,252106
16732,216730
20075,220073
55483,255481
36395,236393
57672,257670
83677,283675
34657,234655
32416,232414
74090,274088
36873,236871
25043,225041
17791,217789
93313,293311
71536,271534
97753,297751
35759,235757
59656,259654
79407,279405
61160,261158
51081,251079
50631,250629
88705,288703
87493,287491
43938,243936
91372,291370
77668,277666
29131,229129
28530,228528
27455,227453
59002,259000
42868,242866
46310,246308
90155,290153
28810,228808
46894,246892
42025,242023
36724,236722
15425,215423
96870,296868
33164,233162
10171,210169
98503,298501
62670,262668
30800,230798
50029,250027
72375,272373
41677,241675
12381,212379
91544,291542
90151,290149
12583,212581
56176,256174
11037,211035
35299,235297
70590,270588
98680,298678
48404,248402
92998,292996
70465,270463
88242,288240
92298,292296
32875,232873
76125,276123
48458,248456
52436,252434
79517,279515
61821,261819
66102,266100
70272,270270
35994,235992
26473,226471
58838,258836
84348,284346
32987,232985
74910,274908
19574,219572
13591,213589
43031,243029
45236,245234
47275,247273
36305,236303
87858,287856
81648,281646
51659,251657
88522,288520
49800,249798
62301,262299
28578,228576
86420,286418
22467,222465
26028,226026
94182,294180
36662,236660
61451,261449
17066,217064
64183,264181
82130,282128
70102,270100
89055,289053
96938,296936
63585,263583
46478,246476
95426,295424
18411,218409
86176,286174
72952,272950
25164,225162
60975,260973
81091,281089
36160,236158
33079,233077
64480,264478
40250,240248
75835,275833
89489,289487
34845,234843
68712,268710
88147,288145
64614,264612
21181,221179
57261,257259
67659,267657
96708,296706
40343,240341
89218,289216
40803,240801
48217,248215
93261,293259
25694,225692
28353,228351
44021,244019
66853,266851
47539,247537
68185,268183
45288,245286
30147,230145
64491,264489
31414,231412
47113,247111
35850,235848
69885,269883
33011,233009
92045,292043
22630,222628
28873,228871
40718,240716
87357,287355
85710,285708
59556,259554
13679,213677
99184,299182
51206,251204
25415,225413
72523,272521
79399,279397
86214,286212
55700,255698
24836,224834
79341,279339
84791,284789
84247,284245
63159,263157
85677,285675
68936,268934
89703,289701
99745,299743
55072,255070
58580,258578
23641,223639
73595,273593
36827,236825
52498,252496
26440,226438
58454,258452
52250,252248
80549,280547
35082,235080
69969,269967
38370,238368
52813,252811
50424,250422
69757,269755
29061,229059
25784,225782
68240,268238
96107,296105
63020,263018
10025,210023
58956,258954
42767,242765
33840,233838
26571,226569
54467,254465
69683,269681
24378,224376
87821,287819
88110,288108
42637,242635
26480,226478
69285,269283
48401,248399
19721,219719
88076,288074
92654,292652
28690,228688
64974,264972
12561,212559
53415,253413
14250,214248
86947,286945
68062,268060
54718,254716
20986,220984
84413,284411
24897,224895
23286,223284
85377,285375
23786,223784
43180,243178
93070,293068
35380,235378
76984,276982
38399,238397
25520,225518
49856,249854
92318,292316
70512,270510
21099,221097
14458,214456
20647,220645
61474,261472
99987,299985
48176,248174
26654,226652
34963,234961
20295,220293
89325,289323
98902,298900
14129,214127
55696,255694
41228,241226
67881,267879
39683,239681
41401,241399
34911,234909
48000,247998
78743,278741
10361,210359
78341,278339
12731,212729
25156,225154
83371,283369
33810,233808
73021,273019
17945,217943
56017,256015
56882,256880
47279,247277
99270,299268
43871,243869
37162,237160
24524,224522
13167,213165
38499,238497
24494,224492
88534,288532
30054,230052
94434,294432
32775,232773
37964,237962
50206,250204
12251,212249
62978,262976
18702,218700
15727,215725
25214,225212
27416,227414
82490,282488
85539,285537
87070,287068
12301,212299
59308,259306
21282,221280
24938,224936
40610,240608
72062,272060
46020,246018
22216,222214
87559,287557
31708,231706
86085,286083
24162,224160
93350,293348
82317,282315
19860,219858
99426,299424
99298,299296
78365,278363
17269,217267
91759,291757
77722,277720
36629,236627
18102,218100
32311,232309
93741,293739
95303,295301
55943,255941
75816,275814
29078,229076
68511,268509
42209,242207
40955,240953
33055,233053
25963,225961
59451,259449
84622,284620
87792,287790
54750,254748
20409,220407
10420,210418
91915,291913
57106,257104
58381,258379
96416,296414
71501,271499
56352,256350
16881,216879
89343,289341
31376,231374
80491,280489
87946,287944
66998,266996
14352,214350
20641,220639
11366,211364
47447,247445
37917,237915
76964,276962
48387,248385
94345,294343
98928,298926
63350,263348
66275,266273
98232,298230
81003,281001
33825,233823
45544,245542
41548,241546
66625,266623
71689,271687
76905,276903
17675,217673
26877,226875
25408,225406
89168,289166
14525,214523
47985,247983
88821,288819
47836,247834
47735,247733
69357,269355
69750,269748
18744,218742
65844,265842
33381,233379
81781,281779
35335,235333
26060,226058
63375,263373
56305,256303
52693,252691
39767,239765
58155,258153
11622,211620
82658,282656
83624,283622
25597,225595
51447,251445
34397,234395
13004,213002
81168,281166
34447,234445
96846,296844
32614,232612
39010,239008
10713,210711
14145,214143
15433,215431
99548,299546
66570,266568
14829,214827
50048,250046
38885,238883
30736,230734
94992,294990
30356,230354
34018,234016
31679,231677
70371,270369
49188,249186
79720,279718
56441,256439
20462,220460
88557,288555
84831,284829
57611,257609
23108,223106
96027,296025
11872,211870
85843,285841
75324,275322
13063,213061
11945,211943
61728,261726
77136,277134
13177,213175
84590,284588
93334,293332
50003,250001
69959,269957
87144,287142
16954,216952
70157,270155
74604,274602
22791,222789
12259,212257
44326,244324
43582,243580
87145,287143
82478,282476
35044,235042
26671,226669
36036,236034
39221,239219
71571,271569
94532,294530
85986,285984
16443,216441
77939,277937
64887,264885
12774,212772
21619,221617
82013,282011
89179,289177
18556,218554
67625,267623
11541,211539
57418,257416
61002,261000
68993,268991
28880,228878
89098,289096
89245,289243
83971,283969
39140,239138
54808,254806
65377,265375
27349,227347
36135,236133
45134,245132
14796,214794
56720,256718
60786,260784
27841,227839
80939,280937
48480,248478
52070,252068
61271,261269
75461,275459
80227,280225
86743,286741
70870,270868
95951,295949
46995,246993
34246,234244
32466,232464
86343,286341
12888,212886
17350,217348
22200,222198
72902,272900
90274,290272
16732,216730
49056,249054
58398,258396
54315,254313
10984,210982
59512,259510
27957,227955
62950,262948
80763,280761
76413,276411
68621,268619
16570,216568
67958,267956
53432,253430
97538,297536
96659,296657
67429,267427
26712,226710
33227,233225
49366,249364
22601,222599
78229,278227
79621,279619
27915,227913
41875,241873
55629,255627
97004,297002
17690,217688
89077,289075
29064,229062
35368,235366
76444,276442
70485,270483
29087,229085
37030,237028
81415,281413
54229,254227
38031,238029
86860,286858
38131,238129
93458,293456
15202,215200
51559,251557
52285,252283
99170,299168
52616,252614
99009,299007
53648,253646
63813,263811
55525,255523
79207,279205
24021,224019
29110,229108
67601,267599
44495,244493
75628,275626
29027,229025
34141,234139
35286,235284
47611,247609
95503,295501
51209,251207
70732,270730
57875,257873
32715,232713
23160,223158
45077,245075
83943,283941
46527,246525
93685,293683
79770,279768
77642,277640
24603,224601
58009,258007
51579,251577
42101,242099
14366,214364
91774,291772
12309,212307
59039,259037
98870,298868
33705,233703
13276,213274
12318,212316
36127,236125
18680,218678
79497,279495
66498,266496
63111,263109
69016,269014
73934,273932
22685,222683
33657,233655
84534,284532
67329,267327
76171,276169
97857,297855
75377,275375
18614,218612
34382,234380
65336,265334
69416,269414
85693,285691
50794,250792
70050,270048
58023,258021
38276,238274
37237,237235
17890,217888
21505,221503
14185,214183
61701,261699
79675,279673
41529,241527
55093,255091
32869,232867
77838,277836
88476,288474
38913,238911
30693,230691
99049,299047
90582,290580
68180,268178
47616,247614
33506,233504
38823,238821
61344,261342
53159,253157
30412,230410
98682,298680
42548,242546
21065,221063
69139,269137
81871,281869
16121,216119
50407,250405
73245,273243
20747,220745
86722,286720
41166,241164
15124,215122
36170,236168
70600,270598
96457,296455
37789,237787
73549,273547
73485,273483
72416,272414
24430,224428
85673,285671
86514,286512
58254,258252
48623,248621
70870,270868
36234,236232
82558,282556
28165,228163
17771,217769
26533,226531
91782,291780
63925,263923
80361,280359
97410,297408
31356,231354
79911,279909
97091,297089
25570,225568
27902,227900
82277,282275
43195,243193
39893,239891
68361,268359
48143,248141
71258,271256
60577,260575
48305,248303
49162,249160
47465,247463
65083,265081
33008,233006
38334,238332
20723,220721
22019,222017
53028,253026
50372,250370
29666,229664
82168,282166
58071,258069
29483,229481
60666,260664
60398,260396
45276,245274
45877,245875
14447,214445
97260,297258
20959,220957
61849,261847
89294,289292
87528,287526
85599,285597
85104,285102
35936,235934
38183,238181
61175,261173
83545,283543
19591,219589
19830,219828
58984,258982
96966,296964
26180,226178
66652,266650
24763,224761
98997,298995
21407,221405
44177,244175
20370,220368
42226,242224
98452,298450
24299,224297
88604,288602
57829,257827
57317,257315
47089,247087
77511,277509
96740,296738
44702,244700
71803,271801
19576,219574
66851,266849
84172,284170
15981,215979
36979,236977
71535,271533
92930,292928
82049,282047
66500,266498
29099,229097
91639,291637
82723,282721
15754,215752
79157,279155
33450,233448
61237,261235
45366,245364
63770,263768
77590,277588
23427,223425
21874,221872
72593,272591
10406,210404
38336,238334
48969,248967
13765,213763
31529,231527
98279,298277
69286,269284
26641,226639
11747,211745
85918,285916
82843,282841
10536,210534
14599,214597
22416,222414
94250,294248
81013,281011
26519,226517
53942,253940
67173,267171
65043,265041
28077,228075
42626,242624
86427,286425
75406,275404
95462,295460
33374,233372
54941,254939
82513,282511
79687,279685
83012,283010
59412,259410
28451,228449
55141,255139
98564,298562
68868,268866
77519,277517
74769,274767
61637,261635
99727,299725
68279,268277
13276,213274
10604,210602
90055,290053
17977,217975
38619,238617
98958,298956
92219,292217
48369,248367
57998,257996
26941,226939
96226,296224
57826,257824
66648,266646
75351,275349
55170,255168
58459,258457
71458,271456
10293,210291
69747,269745
40466,240464
98309,298307
36037,236035
51709,251707
21487,221485
51361,251359
35703,235701
90264,290262
52860,252858
65558,265556
87090,287088
62989,262987
39043,239041
39427,239425
76225,276223
36437,236435
15997,215995
75142,275140
90419,290417
10758,210756
61700,261698
76707,276705
87768,287766
97460,297458
56572,256570
79286,279284
57950,257948
40612,240610
18160,218158
87399,287397
67192,267190
27574,227572
99330,299328
71940,271938
92458,292456
92270,292268
18016,218014
42363,242361
92642,292640
65699,265697
25872,225870
93887,293885
98226,298224
71609,271607
90128,290126
15025,215023
83193,283191
52177,252175
13556,213554
87207,287205
79445,279443
28750,228748
85141,285139
24218,224216
42419,242417
89592,289590
79926,279924
14718,214716
76091,276089
18754,218752
95976,295974
23649,223647
11068,211066
34668,234666
93831,293829
32238,232236
45811,245809
82567,282565
31153,231151
47015,247013
47516,247514
23859,223857
23637,223635
11149,211147
14957,214955
73169,273167
20432,220430
32690,232688
67842,267840
39100,239098
95979,295977
15029,215027
98869,298867
48846,248844
48601,248599
95377,295375
34719,234717
63425,263423
29421,229419
33262,233260
52792,252790
10481,210479
67787,267785
30242,230240
50990,250988
61680,261678
25844,225842
23852,223850
95333,295331
30492,230490
22502,222500
90946,290944
27851,227849
42757,242755
72301,272299
25797,225795
80034,280032
62992,262990
59851,259849
91079,291077
86718,286716
99039,299037
85415,285413
51651,251649
16095,216093
88314,288312
44385,244383
47401,247399
58953,258951
54055,254053
53360,253358
78621,278619
25217,225215
78301,278299
62262,262260
11570,211568
70354,270352
42384,242382
65657,265655
58348,258346
71053,271051
27873,227871
13431,213429
26055,226053
15453,215451
56800,256798
55509,255507
22559,222557
98466,298464
52007,252005
81119,281117
34661,234659
99614,299612
90796,290794
85339,285337
98710,298708
37346,237344
74817,274815
65845,265843
28541,228539
38142,238140
85546,285544
79889,279887
61175,261173
30527,230525
49307,249305
21631,221629
41071,241069
98758,298756
81808,281806
48126,248124
95462,295460
76664,276662
86907,286905
80795,280793
36635,236633
93064,293062
85791,285789
51123,251121
87680,287678
21659,221657
67242,267240
40298,240296
63254,263252
18046,218044
65008,265006
39242,239240
39649,239647
48721,248719
10715,210713
13008,213006
86076,286074
83246,283244
41390,241388
30638,230636
69630,269628
29835,229833
63663,263661
35852,235850
55257,255255
70578,270576
43219,243217
59310,259308
96561,296559
62344,262342
14702,214700
59619,259617
47486,247484
14511,214509
37370,237368
78027,278025
21651,221649
17086,217084
49081,249079
98908,298906
79612,279610
92243,292241
47038,247036
12289,212287
50913,250911
53451,253449
49268,249266
34956,234954
49304,249302
25051,225049
66209,266207
79304,279302
52183,252181
43682,243680
58444,258442
37434,237432
94240,294238
79829,279827
77586,277584
65508,265506
39110,239108
22377,222375
63487,263485
73273,273271
38836,238834
41601,241599
81241,281239
15222,215220
83514,283512
49783,249781
30952,230950
32406,232404
51167,251165
76071,276069
64079,264077
20383,220381
48326,248324
44187,244185
22021,222019
38890,238888
23031,223029
81492,281490
52897,252895
89261,289259
53644,253642
69193,269191
26804,226802
11228,211226
18389,218387
35224,235222
69362,269360
91017,291015
92739,292737
60637,260635
24189,224187
12570,212568
62280,262278
46703,246701
24818,224816
58254,258252
97533,297531
30510,230508
23079,223077
34711,234709
18270,218268
38468,238466
77194,277192
