x1,x2,x3,y
4,80,-48,-300
53,85,-96,-405
61,-75,-58,37
-27,-99,-1,168
67,29,90,279
-81,97,-9,-302
-8,-12,79,253
79,-93,62,451
-54,84,63,-33
98,-57,34,314
29,87,-99,-442
89,71,-81,-296
77,81,71,128
87,63,88,225
-17,70,60,23
-83,-9,-32,-161
-50,-38,-48,-118
91,59,69,180
-74,-52,-10,0
-67,-71,7,96
87,46,30,85
-71,-5,-7,-82
19,-73,100,465
88,92,-49,-243
-3,59,42,5
-2,-97,32,288
31,27,58,151
91,80,-14,-111
-28,-44,-24,-12
-33,-21,-34,-93
-40,44,-76,-356
-6,25,6,-38
-38,-6,-57,-197
16,-7,84,282
-65,-48,28,115
-66,35,36,-28
-20,-38,39,173
-39,74,72,29
100,55,13,29
55,-31,27,198
93,91,89,178
91,1,5,104
-11,95,74,21
15,-98,-24,139
10,65,-76,-348
-48,14,44,56
-95,28,96,137
-100,-86,-75,-153
24,-15,-49,-93
68,-67,-18,148
3,57,-40,-231
34,60,94,196
75,33,86,267
-37,13,79,174
-14,-73,-13,93
-5,-11,81,260
-6,-25,66,242
-90,-77,-51,-89
89,35,-32,-77
-10,41,73,127
49,25,43,128
-6,75,-43,-285
-69,13,13,-56
26,-97,36,328
-47,-40,72,249
-67,50,-13,-206
10,46,11,-49
-71,86,-42,-369
48,-64,100,476
90,-72,-36,126
74,-38,39,267
67,-4,-73,-144
-95,-28,54,123
-29,-40,-45,-84
98,9,-48,-64
99,89,-10,-109
-69,52,29,-86
-7,-7,-94,-275
75,64,9,-26
-90,-57,-37,-87
-59,2,77,168
95,-17,67,330
20,62,11,-71
-48,4,53,103
71,62,68,151
-5,37,86,179
-28,18,94,218
-62,-31,-12,-36
-49,-76,96,391
-67,71,15,-164
-14,1,-21,-79
58,58,-74,-280
40,34,-1,-31
-62,-25,-38,-126
-69,51,-52,-327
75,-95,-55,100
81,-68,-28,133
47,-44,-38,21
63,-86,-35,130
56,-27,9,137
-89,42,-15,-218
51,-3,29,144
-19,68,50,-5
-74,-87,-50,-50
-37,96,25,-154
41,74,-42,-233
-50,55,-4,-172
25,3,50,169
-37,59,-27,-236
-8,-64,-34,18
8,-60,6,146
100,-56,40,332
31,19,-90,-277
81,-39,49,306
44,-63,100,470
57,71,-2,-91
-98,-97,-58,-78
-96,-86,41,199
17,15,-19,-70
-1,58,24,-45
-14,-93,74,394
95,31,89,300
-79,74,-11,-260
-51,-31,-40,-109
-23,-43,-46,-75
-36,-63,98,384
-29,-66,-42,-23
81,63,-56,-213
3,9,89,252
-10,-76,34,244
67,-86,-41,116
8,-15,-61,-145
63,-100,-33,164
-13,-82,-3,142
98,-13,25,199
-50,16,57,89
-55,-35,-69,-192
-37,16,44,63
-56,-82,69,315
-98,47,70,18
70,-71,73,431
-22,58,-90,-408
77,-5,-12,51
-63,6,36,33
27,-89,26,283
-15,-4,-45,-142
76,29,-95,-267
-40,57,-75,-379
-77,-49,-41,-102
-68,-20,-60,-208
-76,-3,-23,-139
-18,52,42,4
-22,9,-84,-292
48,-26,-64,-92
24,31,53,121
11,-26,-93,-216
0,-32,21,127
67,14,83,288
-72,75,-19,-279
8,69,-31,-223
47,95,53,16
43,76,-10,-139
100,-31,43,291
6,22,-99,-335
99,-21,26,219
-45,2,27,32
46,18,64,202
-31,53,0,-137
41,-76,1,196
-100,70,-35,-345
-94,0,63,95
-85,36,-80,-397
82,-83,-96,-40
41,69,-86,-355
63,-11,25,160
-86,-18,-53,-209
74,-70,79,451
34,13,12,44
-25,90,7,-184
83,39,-28,-79
15,-32,69,286
86,4,59,255
13,-44,98,395
-9,-38,-7,46
98,-23,100,444
-50,-79,-54,-54
-11,97,-25,-280
95,-54,67,404
8,76,61,39
-17,-32,-31,-46
-47,7,8,-37
44,-26,23,165
79,51,65,172
30,92,85,101
-79,69,-61,-400
66,58,56,118
100,-30,-13,121
12,-32,-38,-38
31,-97,49,372
15,30,11,-12
41,78,-26,-193
84,-86,-73,37
75,-100,45,410
30,-33,78,330
78,-84,10,276
-30,-44,86,316
-92,-13,-46,-204
-99,-92,-92,-191
-69,62,-91,-466
-89,19,17,-76
-76,51,-34,-280
74,-72,-86,-40
-92,35,79,75
-57,-92,77,358
-9,-2,-40,-125
100,-28,-69,-51
74,1,62,258
-50,74,-34,-300
40,98,-59,-333
-93,-19,-28,-139
-76,19,63,75
24,31,-13,-77
-39,-40,-93,-238
-13,-41,-94,-213
-9,-32,-86,-203
43,-31,-48,-39
1,-16,75,258
9,-77,57,334
15,1,-54,-149
4,58,-26,-190
-4,59,-54,-284
-28,3,-71,-247
46,-38,43,251
-78,57,5,-177
62,70,82,168
8,82,-30,-246
50,25,30,90
86,-6,-71,-115
60,12,-61,-147
26,84,3,-133
72,85,82,148
-46,20,-21,-149
66,39,88,252
-94,55,-8,-228
-4,24,76,176
49,-19,-16,39
-58,-86,19,171
74,-14,-33,3
-14,-45,56,244
34,63,58,82
-76,57,77,41
87,-49,-26,107
-57,-14,-66,-227
-90,-51,-44,-120
-73,66,81,38
-44,-72,-91,-173
-37,-24,-98,-283
-7,-93,28,263
7,84,-95,-446
-29,-55,29,168
72,-61,-73,-25
94,-47,-8,164
-95,-22,55,114
-61,-28,-14,-47
81,-1,-82,-163
64,-87,-34,136
58,72,-12,-122
13,79,-1,-148
70,0,18,124
-19,68,-53,-314
95,-5,27,186
-52,40,-69,-339
-33,10,-60,-233
96,71,-28,-130
-57,-11,65,160
-54,-79,78,338
16,39,-31,-155
54,-96,-5,231
-79,15,13,-70
-88,-78,32,164
-27,100,-62,-413
-71,-65,-72,-157
-13,-90,-79,-70
-11,-37,92,339
-12,23,2,-52
39,-90,46,357
-7,33,3,-64
89,18,15,98
27,27,28,57
-60,-94,-40,8
39,40,-16,-89
22,-88,-59,21
34,-92,-57,47
39,-96,-15,186
20,19,63,171
6,-14,-80,-206
22,-72,42,292
-48,36,4,-108
97,40,-58,-157
-12,-74,34,238
6,18,38,84
1,47,-20,-153
95,-42,79,416
98,-68,-100,-66
-72,-76,70,290
-50,12,96,214
-54,-28,-93,-277
-91,65,-21,-284
19,-38,43,224
-53,87,-72,-443
-84,-51,-32,-78
98,-1,26,178
21,77,-63,-322
-88,1,-2,-96
-95,25,-23,-214
78,13,63,241
5,32,-85,-314
52,-28,19,165
-34,21,-100,-376
-63,-54,-72,-171
89,-4,-11,64
-20,-34,-81,-195
87,35,26,95
75,39,54,159
19,18,83,232
-91,39,33,-70
69,20,43,158
69,-27,73,342
0,50,62,86
55,39,30,67
-77,47,9,-144
-6,20,-11,-79
-16,-31,70,256
6,-6,15,63
72,-4,57,251
79,41,83,246
-69,-38,0,7
-42,-38,-69,-173
-71,-95,49,266
-59,71,-62,-387
-36,99,23,-165
37,-76,49,336
-9,53,-40,-235
-29,22,-38,-187
-23,-47,-57,-100
0,66,13,-93
94,83,-4,-84
7,-22,43,180
73,61,-86,-307
71,91,-17,-162
75,-71,29,304
25,-7,-22,-27
-13,59,-90,-401
-67,-30,98,287
-32,9,-39,-167
8,-18,30,134
95,11,-81,-170
-7,46,61,84
98,76,-61,-237
-16,-88,73,379
17,-1,-97,-272
45,62,8,-55
43,52,-28,-145
86,-17,-6,102
-42,39,-19,-177
73,-14,-83,-148
10,35,45,75
-62,-65,86,326
30,19,-69,-215
-93,-33,-24,-99
-16,31,-5,-93
15,-99,-32,117
18,-91,-50,50
-3,76,78,79
9,-23,63,244
-23,-79,-76,-93
-77,-64,98,345
-62,-54,-76,-182
99,4,-68,-113
73,72,61,112
90,-62,-65,19
70,-31,-20,72
43,94,74,77
79,-34,99,444
97,12,-46,-65
95,55,19,42
-100,24,-74,-370
79,-45,-81,-74
54,-17,43,217
-43,-70,5,112
15,23,100,269
40,57,-8,-98
-48,58,-35,-269
-65,-56,18,101
-36,70,-44,-308
-57,-36,50,165
4,-24,20,112
-93,39,74,51
5,86,4,-155
-37,-19,-14,-41
-28,-23,99,315
-42,69,-31,-273
28,-32,41,215
8,37,99,231
-58,-4,17,1
46,86,-24,-198
-63,-51,-65,-156
-5,-68,-46,-7
25,-83,-47,50
-16,-35,-54,-108
0,48,59,81
-23,-87,54,313
-40,14,-30,-158
-62,-23,71,197
-50,-71,-9,65
-53,-54,2,61
66,-47,-16,112
-26,50,61,57
34,60,11,-53
-35,-28,-24,-51
-27,8,-22,-109
-77,-77,-34,-25
-12,-57,22,168
88,-22,41,255
72,36,62,186
86,17,40,172
9,11,89,254
45,-79,-74,-19
66,55,-59,-221
91,-67,-94,-57
-92,0,60,88
62,48,70,176
10,-64,71,351
-80,-81,28,166
-18,-80,67,343
26,-50,-36,18
78,-19,83,365
39,71,-43,-232
-88,-3,-87,-343
27,-24,-74,-147
-34,27,-22,-154
18,34,-54,-212
-19,-13,99,304
61,-91,28,327
7,74,-69,-348
-17,46,45,26
78,-77,95,517
-1,79,-90,-429
44,82,41,3
90,65,-44,-172
-56,-54,-63,-137
89,-12,-73,-106
44,65,86,172
-69,-51,-41,-90
-48,-14,-72,-236
68,22,42,150
25,-76,1,180
-43,8,88,205
-23,-57,-73,-128
42,-43,44,260
52,47,11,-9
48,-29,39,223
-11,26,60,117
42,1,-67,-161
-37,-19,-83,-248
50,19,-21,-51
13,58,89,164
80,67,-99,-351
-39,4,-94,-329
0,-79,-23,89
90,37,73,235
82,-95,53,431
-33,-88,21,206
89,10,-79,-168
9,-62,45,268
-29,64,-50,-307
51,11,-77,-202
69,-85,70,449
-66,-5,-3,-65
-44,25,-68,-298
-86,60,81,37
61,73,-48,-229
-33,-62,-9,64
-31,88,-10,-237
85,72,14,-17
-98,-6,-1,-89
50,77,70,106
-22,70,-70,-372
83,-52,-5,172
-58,5,-29,-155
11,37,-50,-213
-86,74,-6,-252
-17,-36,-2,49
18,-92,-36,94
-22,-68,83,363
75,31,86,271
-4,12,-18,-82
-41,-39,-80,-203
-79,-65,55,216
-96,-44,68,196
-55,-49,36,151
13,-35,49,230
-83,96,-58,-449
-3,32,11,-34
-98,2,-58,-276
89,28,4,45
5,11,-21,-80
-51,-68,61,268
-55,-51,-34,-55
75,-59,55,358
91,-91,28,357
-65,-12,-53,-200
98,16,20,126
43,60,14,-35
58,-75,-65,13
39,69,9,-72
98,-78,23,323
-53,-8,-80,-277
-46,-82,58,292
-77,25,-42,-253
56,68,68,124
74,-90,64,446
41,55,-37,-180
62,77,-87,-353
78,31,78,250
73,99,-18,-179
21,-33,-17,36
89,-44,52,333
43,-90,-97,-68
-13,69,-50,-301
8,-82,46,310
13,-84,29,268
-42,83,97,83
-89,54,36,-89
69,48,-40,-147
44,-26,75,321
65,33,-72,-217
16,-10,39,153
-40,39,98,176
-55,91,-95,-522
84,24,-61,-147
15,41,76,161
8,-21,15,95
-10,-6,53,161
-60,18,50,54
60,9,23,111
18,-16,-66,-148
11,66,-79,-358
-40,7,69,153
-93,-51,-21,-54
50,-65,-26,102
-33,-68,94,385
-53,-16,33,78
-67,84,45,-100
-98,81,63,-71
-62,-38,-22,-52
-50,73,99,101
79,-74,98,521
77,-15,10,137
34,-6,63,235
-13,15,-81,-286
49,2,92,321
3,-98,-34,97
-10,-90,36,278
74,-61,-22,130
-28,42,18,-58
-76,3,80,158
30,71,-64,-304
92,-4,56,268
93,-53,71,412
8,-86,36,288
-8,-31,38,168
-69,-64,-60,-121
60,76,-55,-257
6,-93,74,414
-10,84,24,-106
6,-4,80,254
-92,-46,78,234
-59,-73,99,384
-64,-90,-86,-142
-57,19,6,-77
67,16,87,296
-93,66,0,-225
52,-2,9,83
-27,-93,-83,-90
-45,70,-12,-221
47,-87,-91,-52
89,8,78,307
76,48,-93,-299
-44,-21,-76,-230
-35,-64,-19,36
60,30,7,21
-58,-73,-12,52
51,67,-37,-194
8,27,74,176
-79,95,-70,-479
-56,-26,96,284
-53,18,-19,-146
-93,72,-95,-522
71,-87,51,398
-83,0,-77,-314
-3,10,-16,-71
67,-20,99,404
-19,17,4,-41
-12,-11,-5,-5
100,-21,90,412
57,28,-37,-110
36,-66,84,420
36,-57,-95,-135
90,-93,89,543
56,4,22,114
-90,-63,46,174
58,-60,-85,-77
-28,-32,0,36
-6,55,-60,-296
39,-57,-82,-93
-4,95,89,73
-49,91,-22,-297
37,86,32,-39
-90,-23,4,-32
-3,82,-37,-278
8,-86,13,219
-99,-40,12,17
-17,-72,-45,-8
-13,-20,-95,-258
-20,32,-52,-240
-70,-93,-82,-130
36,-4,88,308
-99,-55,66,209
-47,71,-8,-213
-46,-39,-77,-199
46,-68,-74,-40
25,87,-84,-401
-75,20,59,62
-6,-17,-99,-269
89,-87,42,389
94,70,51,107
-80,-8,2,-58
-97,-47,-18,-57
24,-62,78,382
-47,6,-47,-200
26,26,37,85
-73,-8,-61,-240
92,-95,97,573
-100,-22,69,151
-59,15,20,-29
-5,75,-47,-296
37,66,95,190
-84,-32,24,52
-99,-2,-79,-332
-84,-2,-97,-371
70,-33,67,337
26,32,3,-29
-97,7,66,87
12,43,-81,-317
85,76,-74,-289
-40,-8,49,123
-76,-20,53,123
53,34,7,6
-48,-46,-54,-118
-88,17,99,175
-21,-87,32,249
56,32,73,211
-29,33,75,130
-10,-75,17,191
56,82,6,-90
99,46,-62,-179
-62,-19,30,66
-26,-63,-98,-194
-42,49,39,-23
-6,-49,-84,-160
97,77,45,78
48,-7,11,95
-44,-89,-68,-70
69,56,-4,-55
-66,-9,64,144
42,66,34,12
-76,-70,99,361
-62,-86,56,278
-77,-92,75,332
61,-44,-54,-13
100,-51,-54,40
-38,59,52,0
49,-86,-61,38
28,82,81,107
21,98,29,-88
26,62,7,-77
-96,12,16,-72
-84,-8,5,-53
-33,48,-11,-162
-63,-26,-97,-302
19,-11,37,152
-27,-73,-82,-127
57,-27,24,183
85,45,35,100
39,-17,-47,-68
-40,-22,-10,-26
-48,15,-49,-225
86,-33,-78,-82
-52,-44,-96,-252
-40,-48,-83,-193
-82,-72,-3,53
27,9,-32,-87
-47,-56,20,125
-74,62,60,-18
82,-92,49,413
7,44,86,177
-18,1,-98,-314
-99,-58,-73,-202
10,-91,94,474
43,-9,57,232
31,45,-53,-218
-63,-50,40,157
-98,80,28,-174
96,51,43,123
-84,-56,-23,-41
36,-24,18,138
27,-11,-19,-8
38,43,28,36
-12,-31,-57,-121
59,21,16,65
-51,-61,-89,-196
93,-51,22,261
-8,0,78,226
81,-13,9,134
-55,-70,-40,-35
79,15,41,172
33,73,-21,-176
-65,-80,60,275
10,23,9,-9
-18,-12,36,114
-12,-18,-92,-252
55,13,34,131
-19,81,46,-43
73,68,-19,-120
27,91,48,-11
-3,67,-8,-161
-58,78,-14,-256
-50,5,-92,-336
-47,-32,-96,-271
83,-54,37,302
-79,40,-34,-261
-15,24,-48,-207
-37,-76,-12,79
-5,17,-97,-330
42,94,5,-131
48,40,67,169
-78,71,-52,-376
93,5,-48,-61
61,-80,-90,-49
-37,69,77,56
-60,-50,28,124
-52,-48,-83,-205
73,-97,11,300
-72,86,-5,-259
86,-19,-18,70
13,-70,-68,-51
77,50,-80,-263
96,49,81,241
-18,51,67,81
-89,-31,79,210
38,92,-95,-431
78,79,5,-65
-5,-6,29,94
80,84,-96,-376
-96,31,-7,-179
54,-97,16,296
81,82,2,-77
-24,-43,-100,-238
-54,-27,-62,-186
14,-34,-34,-20
73,-32,-8,113
32,-44,93,399
-68,-97,45,261
100,88,-65,-271
-90,89,-62,-454
65,-3,-88,-193
35,78,77,110
-7,-98,-87,-72
-27,27,-79,-318
-40,80,-45,-335
77,10,-84,-195
37,58,-29,-166
66,-66,-24,126
-47,-47,46,185
95,65,-86,-293
-18,-34,40,170
-89,50,-95,-474
-19,58,-87,-396
80,-92,87,525
-67,83,-52,-389
-78,0,3,-69
-15,10,-23,-104
36,59,45,53
91,-43,35,282
36,-41,-66,-80
19,1,-39,-100
-77,-99,-59,-56
54,-23,-11,67
-31,-59,28,171
-28,-13,-6,-20
-77,87,68,-47
10,39,-91,-341
84,-68,77,451
-28,-14,44,132
-51,-94,-67,-64
88,-61,85,465
-45,16,-16,-125
17,13,24,63
-45,78,84,51
-48,31,-38,-224
-20,32,15,-39
58,50,-83,-291
47,0,60,227
81,-13,-22,41
-81,16,89,154
-80,71,-2,-228
-86,24,16,-86
33,37,41,82
-38,-98,59,335
52,-6,-55,-101
-15,-74,62,319
23,-51,53,284
49,10,72,245
75,99,42,3
-24,35,-37,-205
45,-68,55,346
-66,-68,82,316
-49,97,61,-60
94,88,-30,-172
27,-80,-76,-41
13,94,14,-133
-85,47,-30,-269
-39,61,-46,-299
89,92,1,-92
98,80,-11,-95
88,94,96,188
-23,-84,-78,-89
-14,49,-26,-190
-82,48,34,-76
-43,84,-81,-454
-89,17,-64,-315
93,-40,-40,53
79,55,-87,-292
-94,-35,83,225
-13,57,-98,-421
16,52,70,122
69,-41,30,241
11,-71,40,273
48,17,-92,-262
8,59,-27,-191
-62,-50,56,206
17,-62,7,162
92,-54,29,287
-25,-94,-77,-68
59,-69,55,362
-19,25,-2,-75
46,77,-28,-192
53,-83,7,240
-77,10,78,137
35,99,93,116
97,65,44,99
-61,52,-39,-282
91,97,-91,-376
79,-31,-16,93
53,70,-83,-336
-15,-48,83,330
63,-55,43,302
5,-51,3,116
-75,21,-3,-126
-33,79,-2,-197
-35,-69,-100,-197
67,24,90,289
89,68,-42,-173
73,-45,50,313
68,25,-24,-54
-69,83,-59,-412
-56,-98,100,440
46,-27,42,226
-51,11,79,164
71,82,-97,-384
-86,-21,89,223
81,-50,-77,-50
-53,72,-8,-221
-88,93,-87,-535
-80,18,22,-50
-51,71,84,59
42,43,44,88
-46,33,20,-52
-58,89,-27,-317
-68,-39,15,55
-64,5,37,37
61,-73,68,411
-67,-55,48,187
-15,-83,-98,-143
79,-47,29,260
-15,-62,14,151
-2,-30,35,163
-40,-94,84,400
-26,12,-15,-95
-71,-20,26,47
-41,-66,55,256
59,12,69,242
-43,91,-93,-504
-1,-3,56,173
-43,-11,72,195
-79,-99,-71,-94
71,-68,-1,204
31,84,-32,-233
-99,-73,-74,-175
89,-24,-15,92
73,76,75,146
1,50,91,174
58,-20,-29,11
12,-78,93,447
6,40,38,40
94,-15,56,292
56,-49,85,409
-61,-73,-68,-119
62,18,18,80
37,26,-43,-144
23,-45,79,350
92,23,-54,-116
11,-34,-38,-35
-37,-96,-96,-133
-56,57,-1,-173
32,-85,38,316
-12,-99,-49,39
11,67,-70,-333
-48,-58,-62,-118
-24,-65,83,355
-44,-58,64,264
64,-92,32,344
-31,-34,11,70
-61,56,-69,-380
99,0,-90,-171
-71,43,-95,-442
44,-18,-83,-169
17,69,82,125
-65,6,-38,-191
-45,91,-56,-395
-19,-32,46,183
88,70,16,-4
-46,-55,31,157
-65,91,97,44
-63,47,59,20
-25,31,-11,-120
-18,-76,17,185
-93,-65,-66,-161
-22,96,-83,-463
-75,73,-83,-470
100,36,-73,-191
69,9,9,78
82,-58,-92,-78
-93,90,-21,-336
-61,21,17,-52
-98,-65,2,38
-79,11,76,127
-19,57,-6,-151
34,-76,82,432
-73,-60,-74,-175
9,-32,-73,-146
-53,-24,2,1
56,-17,-41,-33
-75,-49,41,146
-32,17,-3,-75
64,-56,28,260
-64,32,5,-113
-65,55,-85,-430
-39,-1,-51,-190
91,-44,-24,107
78,61,56,124
40,73,78,128
-82,48,89,89
54,10,-31,-59
55,31,-48,-151
-79,28,-6,-153
-42,25,-95,-377
-21,73,-16,-215
-39,-78,-36,9
-59,-22,75,210
40,13,-95,-271
22,76,-70,-340
-77,87,-57,-422
73,53,-43,-162
-13,25,-48,-207
59,61,-57,-234
-62,-51,87,301
-94,29,-5,-167
-44,-91,82,384
-39,12,34,39
89,-33,-94,-127
-64,53,90,100
-22,-14,-64,-186
-14,71,-86,-414
51,-81,50,363
-9,20,68,155
95,-12,-21,56
60,-33,10,156
16,-86,70,398
-37,-73,63,298
-14,38,43,39
76,12,17,103
-68,-39,86,268
92,75,65,137
19,54,77,142
74,32,0,10
-45,93,-37,-342
21,38,92,221
74,34,80,246
15,-48,20,171
-52,27,-19,-163
34,90,-37,-257
100,7,-92,-190
-36,43,100,178
35,-26,78,321
-88,-30,-83,-277
86,-12,-79,-127
66,62,-66,-256
-48,85,47,-77
97,-53,-86,-55
-60,-43,-88,-238
-47,-27,22,73
41,6,-97,-262
-34,49,95,153
92,-99,81,533
-91,-36,59,158
-16,-44,17,123
-87,-30,-11,-60
9,16,-63,-212
-72,74,-87,-481
70,52,-22,-100
97,19,-13,20
74,-65,-7,183
-64,69,82,44
-5,33,85,184
-60,-36,59,189
-30,-43,87,317
4,29,81,189
8,48,-86,-346
17,-17,-7,30
-1,74,-15,-194
-8,52,67,89
-21,-96,-23,102
52,-55,-99,-135
76,80,-4,-96
-50,28,-80,-346
47,67,-67,-288
-61,-66,44,203
79,-79,-81,-6
26,51,40,44
-88,-93,100,398
88,91,28,-10
93,-35,-68,-41
-54,-81,95,393
61,-24,88,373
-84,12,38,6
59,1,-24,-15
44,-20,8,108
30,40,27,31
61,-49,20,219
-1,-87,80,413
65,-81,4,239
-62,-45,28,112
-8,-16,-3,15
41,-81,66,401
-96,91,97,13
43,95,-66,-345
22,77,-89,-399
96,-17,22,196
-97,-44,-38,-123
-45,15,73,144
98,16,-3,57
-1,-42,98,377
-36,-27,-12,-18
8,97,-81,-429
-90,66,90,48
-89,-66,-5,28
-88,-65,-17,-9
-38,-54,96,358
-7,70,-89,-414
-31,-47,-94,-219
35,-10,30,145
-58,-89,-13,81
-24,-27,27,111
85,63,25,34
94,-61,-65,21
-46,-71,89,363
53,99,-62,-331
-97,55,-55,-372
-24,-36,36,156
51,-22,-43,-34
54,-11,-93,-203
-36,26,-68,-292
-6,-23,67,241
49,20,60,189
-25,53,-97,-422
-25,-87,67,350
-31,15,0,-61
26,-75,41,299
-40,39,-67,-319
91,96,-16,-149
-100,-38,-43,-153
53,3,91,320
-92,-32,-69,-235
92,-15,-3,113
-69,5,-42,-205
51,-29,73,328
72,25,62,208
43,-15,95,358
48,32,81,227
-36,92,50,-70
-40,-33,-6,8
-73,38,41,-26
-96,7,-14,-152
76,64,95,233
-39,43,-49,-272
98,-67,89,499
33,-77,-54,25
-2,59,-8,-144
-36,-75,-69,-93
-50,67,-95,-469
-18,-96,8,198
6,9,-14,-54
-95,89,-66,-471
-40,-67,-90,-176
-58,36,80,110
-45,-47,-32,-47
16,96,-23,-245
-76,40,30,-66
6,76,-94,-428
-44,44,-64,-324
67,74,-14,-123
95,-48,65,386
10,9,-96,-296
95,47,46,139
-80,-42,-40,-116
-88,79,97,45
62,30,31,95
50,-9,-72,-148
49,65,35,24
-79,25,-83,-378
87,-30,18,201
-70,-54,88,302
-53,-24,32,91
-79,-72,13,104
47,56,20,-5
-54,48,-46,-288
-59,-35,88,275
-84,-30,-49,-171
-77,-63,42,175
-97,18,35,-28
-55,5,81,178
-64,42,20,-88
29,-85,66,397
57,90,-68,-327
-47,-69,64,283
-84,45,-68,-378
62,74,-91,-359
64,-76,-30,126
-59,-27,-80,-245
88,-61,-91,-63
52,-2,-21,-7
78,99,4,-108
-53,91,21,-172
26,-78,71,395
-51,51,47,-12
-67,48,76,65
40,35,100,270
-52,-51,69,257
85,46,99,290
22,-92,5,221
39,91,-73,-362
-64,22,-8,-132
-1,-11,-98,-273
14,40,-28,-150
-84,81,-79,-483
-22,23,84,184
-54,-36,-51,-135
-36,-38,-11,7
48,-16,-1,77
-21,-45,12,105
-78,-11,59,121
81,-4,-24,17
84,-22,9,155
-40,-7,80,214
2,-80,41,285
1,-24,-55,-116
-33,67,69,40
-91,-8,-29,-162
79,78,-76,-305
-45,52,-3,-158
73,-17,79,344
-19,81,53,-22
-46,71,66,10
95,39,94,299
-82,-85,-4,76
-14,-4,-29,-93
-44,65,-42,-300
9,57,73,114
60,-19,12,134
17,90,0,-163
39,-28,2,101
83,8,76,295
63,-95,67,454
32,21,-20,-70
96,-63,25,297
-86,-53,-38,-94
-61,89,-51,-392
-79,-21,-58,-211
-37,-12,11,20
23,-71,-41,42
-11,36,53,76
96,96,-61,-279
27,-84,-13,156
-43,-7,50,121
-2,-31,81,303
71,94,-48,-261
-21,-12,5,18
8,61,16,-66
-39,68,72,41
0,-66,-42,6
5,47,-1,-92
-65,30,78,109
-97,-100,-45,-32
-90,16,85,133
-41,57,-41,-278
44,84,22,-58
-39,-59,-24,7
-89,-11,-53,-226
-13,74,-63,-350
58,90,84,130
-54,-20,2,-8
29,79,-11,-162
-60,55,33,-71
82,7,4,80
1,5,-83,-258
85,-90,5,280
